種類,英文,中文
上衣,SLEEVE TAB LENGTH: MEASURE FROM END TO END AT CENTER.,袖袢長-中心量
上衣,"SLEEVE TAB PLACEMENT, VERTICAL: MEASURE FROM LPS TO CENTER OF BUTTON/SNAP.",袖袢位置-肩點到釦中心量
上衣,"SLEEVE TAB PLACEMENT, HORIZONTAL: MEASURE FROM UNDERARM SEAM TO CENTER OF BUTTON/SNAP.",袖袢位置-袖底縫到釦中心量
上衣,SIDE PANEL,脇邊剪接
上衣,FRONT SIDE PANEL,前脇邊剪接
上衣,FRONT SIDE PANEL WIDTH AT TOP: MEASURE HORIZONTALLY FROM SIDE FOLD TO PANEL SEAM AT BOTTOM OF FRONT ARMHOLE.,前脇邊剪接寬-腋點水平量
上衣,FRONT SIDE PANEL WIDTH AT BOTTOM: MEASURE HORIZONTALLY FROM SIDE FOLD TO PANEL SEAM AT FRONT HEM.,前脇邊剪接寬-下擺水平量
上衣,BACK SIDE PANEL,後脇邊剪接
上衣,BACK SIDE PANEL WIDTH AT TOP: MEASURE HORIZONTALLY FROM SIDE FOLD TO PANEL SEAM AT BOTTOM OF BACK ARMHOLE.,後脇邊剪接寬-腋點水平量
上衣,BACK SIDE PANEL WIDTH AT BOTTOM: MEASURE HORIZONTALLY FROM SIDE FOLD TO PANEL SEAM AT BACK HEM.,後脇邊剪接寬-下擺水平量
上衣,INSIDE POCKET,隱形口袋
上衣,INSIDE POCKET OPENING: MEASURE FROM EDGE TO EDGE ALONG POCKET OPENING AT LONGEST POINT.,隱形口袋袋口寬-沿最長邊量
上衣,INSIDE POCKET POSITION FROM HPS: MEASURE FROM HPS TO TOP OF POCKET.,隱形口袋位置-肩高點下量
上衣,UNDERARM,袖底
上衣,UNDERARM ZIPPER OPENING: MEASURE ZIPPER FROM EDGE TO EDGE OF OPENING AT LONGEST POINT.,袖底拉鍊長
上衣,UNDERARM ZIPPER PLACEMENT FROM HEM: MEASURE FROM HEM TO ZIPPER.,袖底拉鍊位置-距下擺量
上衣,PORT POCKET ZIPPER OPENING: MEASURE ZIPPER OPENING FROM END TO END.,口袋拉鍊長
上衣,SNOW SKIRT,防雪裙
上衣,SNOW SKIRT PLACEMENT FROM CB NECK: MEASURE FROM CB NECK TO TOP OF SNOW SKIRT AT WAIST.,防雪裙位置-距後中領縫量
上衣,SNOW SKIRT HEIGHT: MEASURE FROM TOP OF FLANGE TO BOTTOM OF ELASTIC AT CB.,防雪裙高-後中量
上衣,SNOW SKIRT CIRCUMFERENCE (RELAXED FULL MEASURE): MEASURE ALONG BOTTOM EDGE WITH ELASTIC RELAXED.,防雪裙圍(整圈鬆量)-沿底邊量
上衣,SNOW SKIRT CIRCUMFERENCE (EXTENDED FULL MEASURE): MEASURE ALONG BOTTOM EDGE WITH ELASTIC EXTENDED.,防雪裙圍(整圈拉量)-沿底邊量
上衣,SNOW SKIRT ZIPPER LENGTH: MEASURE ZIPPER FROM END TO END.,防雪裙-拉鍊長(整圈)
上衣,THUMB HOLE,拇指洞
上衣,PIPING,出芽
上衣,LOCKER LOOP,掛耳
上衣,BINDING,滾條
上衣,FRONT PRINCESS SEAM,前公主剪接線
上衣,BACK PRINCESS SEAM,後公主剪接線
上衣,FRONT SIDE PANEL WIDTH AT TOP: MEASURE HORIZONTALLY FROM SIDE FOLD TO PANEL SEAM AT BOTTOM OF FRONT ARMHOLE.,前公主剪接寬- 袖攏腋點水平量
上衣,FRONT SIDE PANEL WIDTH AT TOP OF POCKET: MEASURE HORIZONTALLY FROM SIDE FOLD TO TOP OF POCKET,前公主剪接寬- 袋頂水平量
上衣,BACK SIDE PANEL WIDTH AT TOP: MEASURE HORIZONTALLY FROM SIDE FOLD TO PANEL SEAM AT BOTTOM OF BACK ARMHOLE,後公主剪接寬- 袖攏腋點水平量
上衣,BACK SIDE PANEL WIDTH AT BOTTOM: MEASURE HORIZONTALLY FROM SIDE FOLD TO PANEL SEAM AT BACK HEM.,後公主剪接寬- 下擺水平量
副料,CARE LABEL ,洗標
副料,VENDOR CODE LABEL,ID標
上衣,LEFT SIDE SEAM ,穿者左側縫
上衣,RIGHT SIDE SEAM ,穿者右側縫
上衣,BODY,大身
上衣,FRONT SIDE PANEL SEAM,前大身剪接縫
上衣,BACK SIDE PANEL SEAM,後大身剪接縫
上衣,TOP OF COLLAR,領頂
上衣,BOTTOM OF COLLAR,領底
上衣,Shoulder seam forward to front,肩縫前傾
上衣,Shoulder seam,肩縫
103,Blindstitch,盲縫車
301,Single Needle Lockstitch,單針平車
301*2,Double Needle Lockstitch,雙針平車
304,Zig Zag Lockstitch,人字車
315,3 Step Zig Zag Lockstitch,3點式人字車
304,Buttonhole Sewing,鎖眼車
304,Button Sewing,縫釦機
304,Bartack,打結車
401,Single Needle Chainstitch,單針鎖鍊
401*2,Double Needle Chainstitch,雙針鎖鍊
401*N,Multiple Needle Chainstitch,多針鎖鍊
401*N,Waistband Machine,腰頭車
503,2 Thread Overlock,二線拷克
504,3 Thread Overlock,三線拷克
514,4 Thread Overlock,四線拷克
516,5 Thread Overlock,五線拷克
做工,Pearl Merrow,密拷克
406,2 Needle 3 Thread Coverstitch,三本雙針
407,3 Needle 4 Thread Coverstitch ,三本三針
602,2 Needle 4 Thread Coverstitch ,2針4線爬網
605,3 Needle 5 Thread Coverstitch,3針5線爬網
做工,Coverstitch Straddle Seam,跨爬網
做工,Coverstitch on the Sutures ,落馬爬網
607,Flatlock ,四併車
做工,SN,單針
做工,SNTS,單針
做工,ND,針
做工,NDL,針
做工,3N,3針
做工,2N,2針
做工,Floatstitch ,三針五線爬網
做工,LINETACK,單針平車回針
做工,Backtack,單針平車回針
做工,Edge Stitch,臨邊單針
做工,Understitching Inner,臨邊單針暗線
做工,Cross Grain,本布橫裁
做工,Chin Guard ,三角拉鏈車庫
做工,Zipper Garage,拉鏈擋止
做工,Storm Guard,門襟擋風片
做工,Storm Flap,門襟擋風片
做工,Half Moon,半月貼
做工,No Nature Shoulder Seam,無自然肩線
做工,Raglan Sleeve ,拉克蘭袖
做工,Neck Tape,領貼條 
副料,Clear Elastic Tape,透明QQ帶
做工,Lead    ,牽條
做工,Pocket Facing,袋貼
做工,Slit,衩
做工,Vent,衩
做工,CB,後中
做工,CF,前中
做工,Placket,門襟
做工,WB,腰頭
做工,Waistband,腰頭
做工,Grommet,雞眼
做工,Eyelet,鎖眼
做工,Buttonhole,鎖眼
做工,Interlining,襯
做工,Interfacing,襯
做工,Crotch ,襠底
做工,Glue Edge,膠邊
做工,Shiny Mark,燙痕
做工,Pressing Mark,燙痕
做工,Crease Mark,壓痕
做工,Ply,層
做工,Dimple,酒窩
做工,SLEEVE HEM SEWN IN ROUND,先合身再車袖口
上衣,Flat Knit collar,領羅紋
做工,Puckering,起皺
做工,Overpressing Mark,燙痕
做工,Inverted Pleat,倒褶
做工,Box Pleat,箱型褶
做工,2NDL CVR ST.,三本雙針
做工,DTM,同大身色
做工,PKT,口袋
做工,HEATHER,麻花色
做工,SOLID,素色
主料,Fleece,刷毛布
主料,French Terry ,毛圈布
做工,NECK TAPE,領貼條
副料,TEAR AWAY,可撕標
上衣,POCKET TOP STITCH WIDTH: MEASURE FROM EDGE OF POCKET OPENING TO STITCH LINE,袋口寬-邊到壓線量
做工,ADVISE,請版師建議
做工,Lining,內裡
做工,Lined,有內裡的
做工,Facing ,貼
上衣,HPS,肩高點
上衣,LPS,肩點
