指定生產線,訂單號,客戶簡碼,款號型体,款號名稱,颜色,款号代码,订单号,下單日期,客戶要求交期,訂單數量,加產數量,總數量,排程时间,"预计出成品
日期",已出口的数量,"未出口
数量"
,VS2510030,SAM,SAM220K15W0,白色OFF-WHITE,"15.55""背包（ Backpack）",149196-1627,NA01391365,2025/10/22,2026/3/27,250,0,250,2025/10/28,2025/2/5,0,250
,VS2510031,VIC,VIC175T155A0,黑色,高級版拉桿電腦袋(歐洲之翼航空),653572,314880,2025/10/23,2025/12/14,3,0,3,2025/10/28,VBF,0,3
,VS2510032,CAU,CIC016C31Z1,Z1/駝色15-1306TPG,COSTCO 2026 16罐紅酒袋,10006285,BLK_SL007019,2025/10/26,2025/12/18,22000,0,22000,2025/10/28,2025/12/10,22000,0
,VS2510032,CAU,CIC016C31Z2,牛仔藍19-4118TPG,COSTCO 2026 16罐紅酒袋,10006285,BLK_SL007019,2025/10/26,2025/12/18,15280,0,15280,2025/10/28,2025/12/10,15280,0
,VS2510032,CAU,CIC016C31Z3,石灰色15-4305TPG,COSTCO 2026 16罐紅酒袋,10006285,BLK_SL007019,2025/10/26,2025/12/18,3520,0,3520,2025/10/28,2025/12/15,3520,0
,VS2510033,SPG,SPG200K12T0,棕色CARHARTT BROWN,可收纳旅行袋,B000056421199,29045,2025/10/28,2025/1/17,50,0,50,2025/10/29,2025/12/18,50,0
,VS2510034,SPG,SPG200K12T0,棕色CARHARTT BROWN,可收纳旅行袋,B000056421199,29050,2025/10/28,2025/1/24,2070,0,2070,2025/10/29,2025/12/18,2070,0
,VS2510034,SPG,SPG200K12A0,黑色BLACK,可收納旅行袋,B000056400199,29050,2025/10/28,2025/1/24,2070,0,2070,2025/10/29,2025/12/20,2070,0
,VS2510035,SPG,SPG200K121A0,BLACK黑色,旅行冰袋,B000056700199,29051,2025/10/28,2025/1/24,2004,0,2004,2025/10/29,2026/1/2,2004,0
,VS2510036,SPG,SPG200K20T0,CARHARTT BROWN 棕色,20寸潛水裝備袋,B000056521199,29052,2025/10/28,2025/1/24,2040,0,2040,2025/10/29,2025/12/20,2040,0
,VS2510037,SPG,SPG200K151A0,黑色 BLACK,高級午餐冰袋（LEEDS）,B000057100199,29053,2025/10/28,2025/1/24,6372,0,6372,2025/10/29,2025/12/27,6372,0
,VS2510037,SPG,SPG200K151N0,深藍色NAVY,高級午餐冰袋（LEEDS）,B000057140199,29053,2025/10/28,2025/1/24,8856,0,8856,2025/10/29,2026/1/5,8856,0
,VS2510038,SPG,SPG200K16T0,棕色CARHARTT BROWN,冰袋背包（SANMAR),B000056821199,29054,2025/10/28,2025/1/24,2208,0,2208,2025/10/29,2025/12/29,2208,0
,VS2510039,SPG,SPG200K11T0,棕色 CARHARTT BROWN,工具手提包,B000057421199,29055,2025/10/28,2025/1/24,2004,0,2004,2025/10/29,2025/12/17,2004,0
,VS2510039,SPG,SPG200K11A0,黑色BLACK,工具手提包,B000057400199,29055,2025/10/28,2025/1/24,2004,0,2004,2025/10/29,2025/12/23,2004,0
,VS2510040,VIC,VIC340K06A0,黑色,6寸盥洗袋,653639,315007,2025/10/28,2026/2/19,500,0,500,2025/10/31,2026/1/3,500,0
,VS2510041,CAU,CIC015C21Z07,Z07/PR2258灰色印花,"COSTCO 2026 16""手提冰袋",10005540,BLK_SL007190,2025/10/29,2026/2/15,1517,0,1517,2025/10/31,2026/1/30,1517,0
,VS2510041,CAU,CIC015C21Z16,Z16/藏藍19-4111TPG,"COSTCO 2026 16""手提冰袋",10005540,BLK_SL007190,2025/10/29,2026/2/15,3533,0,3533,2025/10/31,2026/2/2,3533,0
,VS2510042,CAU,CIC017C43Z4,Z4/烏黑19-4104TPG,COSTCO 2026 40罐EVA壓膜折疊冰袋,10006348,BLK_SL007192,2025/10/30,2025/12/19,127120,0,127120,2025/10/31,2025/12/15,73984,53136
,VS2510042,CAU,CIC017C43Z5,Z5/灰褐色17-1311TPG,COSTCO 2026 40罐EVA壓膜折疊冰袋,10006348,BLK_SL007192,2025/10/30,2025/12/19,83920,0,83920,2025/10/31,2025/12/15,43744,40176
,VS2510043,CAU,CIC016C31Z1,Z1/駝色15-1306TPG,COSTCO 2026 16罐紅酒袋,10006285,BLK_SL007193,2025/10/31,2025/12/31,12600,0,12600,2025/11/16,2025/12/15,12600,0
,VS2510043,CAU,CIC016C31Z2,牛仔藍19-4118TPG,COSTCO 2026 16罐紅酒袋,10006285,BLK_SL007193,2025/10/31,2025/12/31,10584,0,10584,2025/11/16,2025/12/15,10584,0
,VS2510043,CAU,CIC016C31Z3,石灰色15-4305TPG,COSTCO 2026 16罐紅酒袋,10006285,BLK_SL007193,2025/10/31,2025/12/31,7056,0,7056,2025/11/16,2025/12/15,7056,0
,VS2510044,SPG,SPG150D11A0,BLACK 黑色,55L 旅行袋,B000042100199,29069,2025/10/30,2026/1/20,102,0,102,2025/10/31,2026/1/9,102,0
,VS2510045,SPG,SPG210K11A0,黑色,"25""多功能旅行袋C0（常規）",B000049900199,29073,2025/10/30,2026/1/20,2008,0,2008,2025/10/31,2025/12/31,2008,0
,VS2510045,SPG,SPG150D11A0,BLACK 黑色,55L 旅行袋,B000042100199,29073,2025/10/30,2026/1/20,900,0,900,2025/10/31,2026/1/10,900,0
SL06-001,VS2511001,SAM,SAM230T21BI,BRUSHED INDIGO靛藍色,21''兩輪拖輪袋,154259-D260,NA01397098,2025/10/31,2026/4/3,500,1,501,2025/11/3,2026/3/7,0,501
SL06-002,VS2511001,SAM,SAM230T21G0,HEATHERED GRAPHITE石墨黑,21''兩輪拖輪袋,154259-D636,NA01397098,2025/10/31,2026/4/3,600,1,601,2025/11/3,2026/3/11,0,601
SL07-001,VS2511002,SAM,SAM220K12N0,深藍色NAVY,"17.71""旅行袋(Weekender)",149197-1596,NA01397095,2025/10/31,2026/4/3,800,0,800,2025/11/3,2026/3/16,0,800
SL07-002,VS2511002,SAM,SAM220K12W0,白色OFF-WHITE,"17.71""旅行袋(Weekender)",149197-1627,NA01397095,2025/10/31,2026/4/3,500,0,500,2025/11/3,2026/3/20,0,500
SL07-003,VS2511002,SAM,SAM220K12L0,橄欖綠PINE GREEN,"17.71""旅行袋(Weekender)",149197-1693,NA01397095,2025/10/31,2026/4/3,500,1,501,2025/11/3,2026/3/23,0,501
,VS2511003,SPG,SPG200D13A0,BLACK黑色,SANMAR 75L旅行袋,B000060500199,29090,2025/11/2,2026/1/25,1352,0,1352,2025/11/3,2026/1/15,1352,0
,VS2511003,SPG,SPG200D13T0,CARHARTT BROWN棕色,SANMAR 75L旅行袋,B000060521199,29090,2025/11/2,2026/1/25,672,0,672,2025/11/3,2026/1/22,672,0
,VS2511004,TLP,TLP053K14A0,BLACK/黑色,"14""冰袋",3605-01,OB#13539,2025/11/5,2025/2/10,2500,1,2501,2025/11/7,2026/1/13,2501,0
,VS2511004,TLP,TLP053K20A0,BLACK/黑色,"20""手提袋",3608-01,OB#13539,2025/11/5,2025/2/10,1500,1,1501,2025/11/7,2026/1/12,1501,0
,VS2511004,TLP,TLP053T22A0,BLACK/黑色,22“兩輪拉悍箱,3622-01,OB#13539,2025/11/5,2025/2/25,1000,1,1001,2025/11/7,2026/1/12,1001,0
,VS2511004,TLP,TLP053K14A0,BLACK/黑色,"14""冰袋",3605-01,OB#13539,2025/11/5,2025/2/28,2000,0,2000,2025/11/7,2026/1/27,2000,0
,VS2511004,TLP,TLP053K20A0,BLACK/黑色,20”手提袋,3608-01,OB#13539,2025/11/5,2025/2/28,1500,0,1500,2025/11/7,2026/1/24,1500,0
,VS2511005,SPG,SPG210K143T0,CARHARTT BROWN棕色,14寸工具袋（LEGACY)C0（常規）,B000051721199,29097,2025/11/7,2026/2/5,150,0,150,2025/11/7,2026/1/13,150,0
,VS2511006,CAU,CIC016C31Z1,駝色15-1306TPG,COSTCO 2026 16罐紅酒袋,10006666,SL007468,2025/11/6,2025/12/15,1033,5,1038,2025/11/7,2025/12/5,1038,0
,VS2511006,CAU,CIC016C31Z2,牛仔藍19-4118TPG,COSTCO 2026 16罐紅酒袋,10006667,SL007468,2025/11/6,2025/12/15,861,5,866,2025/11/7,2025/12/5,866,0
,VS2511006,CAU,CIC016C31Z3,石灰色15-4305TPG,COSTCO 2026 16罐紅酒袋,10006668,SL007468,2025/11/6,2025/12/15,566,5,571,2025/11/7,2025/12/5,571,0
,VS2511007,SPG,SPG210K11T0,棕色,"25""多功能旅行袋C0（常規）",B000049921199,29100,2025/11/6,2026/2/5,2008,0,2008,2025/11/7,2025/1/28,2008,0
,VS2511007,SPG,SPG210K5A0,黑色BLACK,女士生活用品袋C0（常規）,B000051200199,29100,2025/11/6,2026/2/5,2040,0,2040,2025/11/7,2026/1/7,2040,0
,VS2511007,SPG,SPG210K5T0,棕色,女士生活用品袋C0（常規）,B000051221199,29100,2025/11/6,2026/2/5,4080,0,4080,2025/11/7,2026/1/10,4080,0
,VS2511007,SPG,SPG210K143T0,棕色,14寸工具袋（LEGACY)C0（常規）,B000051721199,29100,2025/11/6,2026/2/5,2004,0,2004,2025/11/7,2026/1/13,2004,0
,VS2511007,SPG,SPG210K141T0,棕色,中號工具袋C0（常規）,B000052221199,29100,2025/11/6,2026/2/5,2004,0,2004,2025/11/7,2026/1/27,2004,0
,VS2511007,SPG,SPG210K12G0,灰色GRAVEL,"23""裝備袋C0(常規)",B000050203999,29100,2025/11/6,2026/2/5,504,0,504,2025/11/7,2025/12/31,504,0
,VS2511007,SPG,SPG210K12T0,棕色,"23""裝備袋C0(常規)",B000050221199,29100,2025/11/6,2026/2/5,504,0,504,2025/11/7,2026/1/3,504,0
,VS2511007,SPG,SPG210K12A0,黑色,"23""裝備袋C0(常規)",B000050200199,29100,2025/11/6,2026/2/5,504,0,504,2025/11/7,2026/1/5,504,0
,VS2511007,SPG,SPG210K10T0,棕色,"20""裝備袋C0（常規）",B000050121199,29100,2025/11/6,2026/2/5,500,0,500,2025/11/7,2026/1/7,500,0
,VS2511007,SPG,SPG210K14A0,黑色,"30""裝備袋C0（常規）",B000050400199,29100,2025/11/6,2026/2/5,1008,0,1008,2025/11/7,2026/1/9,1008,0
,VS2511008,CAU,CIC017C43Z4,Z4/烏黑19-4104TPG,COSTCO 2026 40罐EVA壓膜折疊冰袋,10006655,SL007467,2025/11/10,2026/1/14,2819,0,2819,2025/11/13,2026/1/5,2819,0
,VS2511008,CAU,CIC017C43Z5,Z5/灰褐色17-1311TPG,COSTCO 2026 40罐EVA壓膜折疊冰袋,10006656,SL007467,2025/11/10,2026/1/14,2135,0,2135,2025/11/13,2026/1/5,2135,0
SL07-011,VS2511009,SPG,SPG200K164T0,CARHARTT BROWN 棕色,SANMAR 16寸工具袋含底盘,B000068721199,29121,2025/11/10,2026/5/24,5504,0,5504,2025/11/13,2026/5/4,0,5504
宇-005,VS2511010,SPG,SPG200K05T0,CARHARTT BROWN 棕色,SANMAR手提包,B000060821199,29122,2025/11/10,2026/5/24,1118,0,1118,2025/11/13,2026/4/20,0,1118
宇-006,VS2511010,SPG,SPG200K05G0,GRAVEL 灰色,SANMAR 手提包,B000060803999,29122,2025/11/10,2026/5/24,774,0,774,2025/11/13,2026/4/21,0,774
宇-007,VS2511010,SPG,SPG200K05A0,BLACK 黑色,SANMAR 手提包,B000060800199,29122,2025/11/10,2026/5/24,1204,0,1204,2025/11/13,2026/4/21,0,1204
SL07-012,VS2511011,SPG,SPG200K164T0,CARHARTT BROWN 棕色,SANMAR 16寸工具袋含底盘,B000068721199,29124,2025/11/10,2026/6/23,4504,0,4504,2025/11/13,2026/5/22,0,4504
,VS2511012,SPG,SPG200K05T0,CARHARTT BROWN 棕色,SANMAR手提包,B000060821199,29125,2025/11/10,2026/6/23,2150,0,2150,2025/11/13,2026/4/22,0,2150
,VS2511012,SPG,SPG200K05G0,GRAVEL 灰色,SANMAR 手提包,B000060803999,29125,2025/11/10,2026/6/23,1548,0,1548,2025/11/13,2026/4/23,0,1548
,VS2511012,SPG,SPG200K05A0,BLACK 黑色,SANMAR 手提包,B000060800199,29125,2025/11/10,2026/6/23,2408,0,2408,2025/11/13,2025/4/24,0,2408
,VS2511013,SPG,SPG200K05A0,BLACK 黑色,SANMAR 手提包,B000060800199,29127,2025/11/10,2026/7/26,2408,0,2408,2025/11/13,2025/4/25,0,2408
,VS2511013,SPG,SPG200K05T0,CARHARTT BROWN 棕色,SANMAR手提包,B000060821199,29127,2025/11/10,2026/7/26,2150,0,2150,2025/11/13,2026/4/26,0,2150
,VS2511013,SPG,SPG200K05G0,GRAVEL 灰色,SANMAR 手提包,B000060803999,29127,2025/11/10,2026/7/26,1548,0,1548,2025/11/13,2026/4/27,0,1548
,VS2511014,SPG,SPG200K05G0,GRAVEL 灰色,SANMAR 手提包,B000060803999,29130,2025/11/10,2026/8/24,1290,0,1290,2025/11/13,2026/4/27,0,1290
,VS2511014,SPG,SPG200K05A0,BLACK 黑色,SANMAR 手提包,B000060800199,29130,2025/11/10,2026/8/24,2064,0,2064,2025/11/13,2026/4/28,0,2064
,VS2511014,SPG,SPG200K05T0,CARHARTT BROWN 棕色,SANMAR手提包,B000060821199,29130,2025/11/10,2026/8/24,1806,0,1806,2025/11/13,2026/4/28,0,1806
,VS2511015,CAU,CIC016C44Z1,Z1/石灰色15-4305TPG,"10""EVA壓膜午餐袋",10006702,BLK_SL007215,2025/11/11,2026/1/28,1445,0,1445,2025/11/13,2026/1/15,1080,365
,VS2511015,CAU,CIC016C44Z2,Z2/復古藍19-4118TPG,"10""EVA壓膜午餐袋",10006702,BLK_SL007215,2025/11/11,2026/1/28,1805,0,1805,2025/11/13,2026/1/17,1350,455
,VS2511015,CAU,CIC016C44Z3,Z3/黑色,"10""EVA壓膜午餐袋",10006702,BLK_SL007215,2025/11/11,2026/1/28,2525,0,2525,2025/11/13,2026/1/15,1890,635
,VS2511016,SPG,SPG150D11T0,Carhartt Brown CSI 暗褐棕,55L 旅行袋,B000042120199,29167,2025/11/16,2026/2/13,1002,0,1002,2025/11/20,2026/2/4,1002,0
,VS2511016,SPG,SPG210K162A0,黑色BLACK,16寸工具袋C0（常規）,B000051800199,29167,2025/11/16,2026/2/13,1008,0,1008,2025/11/20,2026/1/19,1008,0
,VS2511017,SPG,SPG200K12T0,棕色CARHARTT BROWN,可收纳旅行袋,B000056421199,29176,2025/11/16,2026/2/19,2070,0,2070,2025/11/20,2026/1/16,2070,0
,VS2511017,SPG,SPG200K12A0,黑色BLACK,可收納旅行袋,B000056400199,29176,2025/11/16,2026/2/19,6768,0,6768,2025/11/20,2026/1/19,6768,0
,VS2511018,SPG,SPG200K20T0,CARHARTT BROWN 棕色,20寸潛水裝備袋,B000056521199,29177,2025/11/16,2026/2/19,2784,0,2784,2025/11/20,2026/2/5,2784,0
,VS2511019,SPG,SPG200K151N0,深藍色NAVY,高級午餐冰袋（LEEDS）,B000057140199,29178,2025/11/16,2026/2/19,3960,0,3960,2025/11/20,2026/1/7,3960,0
,VS2511019,SPG,SPG200K151A0,黑色 BLACK,高級午餐冰袋（LEEDS）,B000057100199,29178,2025/11/16,2026/2/19,16812,0,16812,2025/11/20,2026/1/13,16812,0
,VS2511019,SPG,SPG200K151T0, 棕色(CARHARTT BROWN),高級午餐冰袋（LEEDS）,B000057121199,29178,2025/11/16,2026/2/19,11160,0,11160,2025/11/20,2026/1/28,11160,0
,VS2511020,SPG,SPG200K14G0,灰色GREY,14寸工具袋,B000057503999,28179,2025/11/16,2026/2/19,2016,0,2016,2025/11/20,2026/1/22,2016,0
,VS2511021,SPG,SPG200K16A0, 黑色 BLACK,冰袋背包(sanmar),B000056800199,29180,2025/11/16,2026/2/19,2244,0,2244,2025/11/20,2026/1/30,2244,0
,VS2511021,SPG,SPG200K16T0,棕色CARHARTT BROWN,冰袋背包（SANMAR),B000056821199,29180,2025/11/16,2026/2/19,2016,0,2016,2025/11/20,2026/2/5,2016,0
,VS2511022,SPG,SPG200K11A0,黑色BLACK,工具手提包,B000057400199,29181,2025/11/16,2026/2/19,2016,0,2016,2025/11/20,2026/1/28,2016,0
,VS2511022,SPG,SPG200K11T0,棕色 CARHARTT BROWN,工具手提包,B000057421199,29181,2025/11/16,2026/2/19,3264,0,3264,2025/11/20,2026/2/2,3264,0
,VS2511023,SPG,SPG200K10A0,黑色（BLACK),長方冰袋,B000057000199,29182,2025/11/16,2026/2/19,2184,0,2184,2025/11/20,2026/1/26,2184,0
,VS2511024,CAU,CIS073C17Z2,黑色+深灰,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,BLK_SL007186,2025/11/18,2026/2/26,45185,0,45185,2025/11/20,2026/1/25,5873,39312
,VS2511024,CAU,CIS073C17Z3,藍色+藏藍,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,BLK_SL007186,2025/11/18,2026/2/26,45185,0,45185,2025/11/20,2026/1/25,5873,39312
,VS2511024,CAU,CIS073C17Z4,粉色+桃紅,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,BLK_SL007186,2025/11/18,2026/2/26,26645,0,26645,2025/11/20,2026/1/25,3965,22680
,VS2511025,CAU,CIS073C17Z2,黑色+深灰,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,BLK_SL007187,2025/11/19,2026/2/4,3015,0,3015,2025/11/20,2026/1/15,3015,0
,VS2511025,CAU,CIS073C17Z3,藍色+藏藍,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,BLK_SL007187,2025/11/19,2026/2/4,3015,0,3015,2025/11/20,2026/1/15,3015,0
,VS2511025,CAU,CIS073C17Z4,粉色+桃紅,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,BLK_SL007187,2025/11/19,2026/2/4,2515,0,2515,2025/11/20,2026/1/15,2515,0
,VS2511025,CAU,CIS073C17Z5,藻綠+蔥綠,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,BLK_SL007187,2025/11/19,2026/2/4,2015,0,2015,2025/11/20,2026/1/20,2015,0
,VS2511025,CAU,CIS073C17Z6,水泥灰+煙灰,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,BLK_SL007187,2025/11/19,2026/2/4,2015,0,2015,2025/11/20,2026/1/20,2015,0
,VS2511027,CAU,CIW211C13B1,B1/海藍色19-4042TPG,24罐無拉鏈冰袋,10004135,BLK_SL006242D,2025/11/20,2026/1/4,30000,15,30015,2025/11/20,2026/1/20,30015,0
,VS2511028,CAU,CIC017C43Z4,Z4/烏黑19-4104TPG,COSTCO 2026 40罐EVA壓膜折疊冰袋,10006348,BLK_SL007192,2025/11/20,2026/3/2,8856,0,8856,2025/11/22,2026/2/23,0,8856
,VS2511028,CAU,CIC017C43Z5,Z5/灰褐色17-1311TPG,COSTCO 2026 40罐EVA壓膜折疊冰袋,10006348,BLK_SL007192,2025/11/20,2026/3/2,6696,0,6696,2025/11/22,2026/2/23,0,6696
,VS2511029,STA,STA015B14.6B1,BLUE/藍色,"14.6""雙肩背包",VC-4646-B,TSHS-2025-029 -1,2025/11/21,2026/3/14,500,4,504,2025/12/12,2026/2/25,0,504
,VS2511029,STA,STA015B14.6N1,NAVY/海軍藍,"14.6""雙肩背包",VC-4646-N,TSHS-2025-029 -1,2025/11/21,2026/3/14,500,4,504,2025/12/12,2026/2/28,0,504
,VS2511029,STA,STA015B14.6P1,PINK/粉色,"14.6""雙肩背包",VC-4646-P,TSHS-2025-029 -1,2025/11/21,2026/3/14,550,4,554,2025/12/12,2026/3/2,0,554
,VS2511029,STA,STA015B14.6R1,RED/紅色,"14.6""雙肩背包",VC-4646-R,TSHS-2025-029 -1,2025/11/21,2026/3/14,500,4,504,2025/12/12,2025/3/4,0,504
,VS2511029,STA,STA015B14.6Y1,YELLWO/黃色,"14.6""雙肩背包",VC-4646-Y,TSHS-2025-029 -1,2025/11/21,2026/3/14,500,4,504,2025/12/12,2026/3/6,0,504
XY01-001,VS2511029,STA,STA015B15.6B1,BLUE/藍色,"15.6""雙肩背包",VC-4647-B,TSHS-2025-029 -1,2025/11/21,2026/3/14,500,4,504,2025/12/12,2026/3/10,0,504
XY01-002,VS2511029,STA,STA015B15.6G1,GREEN/綠色,"15.6""雙肩背包",VC-4647-G,TSHS-2025-029 -1,2025/11/21,2026/3/14,500,4,504,2025/12/12,2026/3/13,0,504
XY01-003,VS2511029,STA,STA015B15.6M1,MOCHA/摩卡,"15.6""雙肩背包",VC-4647-M,TSHS-2025-029 -1,2025/11/21,2026/3/14,550,4,554,2025/12/12,2026/3/15,0,554
XY01-004,VS2511029,STA,STA015B15.6N1,NAVY/海軍藍,"15.6""雙肩背包",VC-4647-N,TSHS-2025-029 -1,2025/11/21,2026/3/14,500,4,504,2025/12/12,2026/3/18,0,504
,VS2511029,STA,STA015B13.5Z1,直升機,"13.5""雙肩背包-直升機",VC-4645-Z,TSHS-2025-029 -1,2025/11/21,2026/3/14,500,4,504,2025/12/12,2026/3/21,0,504
,VS2511029,STA,STA015B13.6N1,NANY/海軍藍,"13.6""雙肩背包",VC-4645-N,TSHS-2025-029 -1,2025/11/21,2026/3/14,500,4,504,2025/12/12,2026/3/26,0,504
,VS2511029,STA,STA015B13.6Y1,YELLOW/黃色,"13.6""雙肩背包",VC-4645-Y,TSHS-2025-029 -1,2025/11/21,2026/3/14,500,4,504,2025/12/12,2026/3/30,0,504
,VS2511029,STA,STA015D7.6Z1,Z1/直升機,"7.6""小號午餐袋-直升機",VC-3054-Z,TSHS-2025-029 -1,2025/11/21,2026/3/14,500,4,504,2025/12/12,2026/3/23,0,504
,VS2511029,STA,STA015D10.8B1,BLUE/藍色,"10.8""午餐袋",VC-4554-B,TSHS-2025-029 -1,2025/11/21,2026/3/14,600,4,604,2025/12/12,2026/3/20,0,604
,VS2511029,STA,STA015D10.8N1,NAVY/海軍藍,"10.8""午餐袋",VC-4554-N,TSHS-2025-029 -1,2025/11/21,2026/3/14,1000,4,1004,2025/12/12,2026/3/24,0,1004
,VS2511029,STA,STA015D10.8P1,PINK/粉色,"10.8""午餐袋",VC-4554-P,TSHS-2025-029 -1,2025/11/21,2026/3/14,1100,4,1104,2025/12/12,2026/3/27,0,1104
,VS2511029,STA,STA015D10.8R1,RED/紅色,"10.8""午餐袋",VC-4554-R,TSHS-2025-029 -1,2025/11/21,2026/3/14,500,4,504,2025/12/12,2026/3/30,0,504
,VS2511029,STA,STA015D10.8Y1,YELLOW/黃色,"10.8""午餐袋",VC-4554-Y,TSHS-2025-029 -1,2025/11/21,2026/3/14,700,4,704,2025/12/12,2026/4/1,0,704
,VS2511030,STA,STA015B14.6B1,BLUE/藍色,"14.6""雙肩背包",VC-4646-B,TSHS-2025-029-2,2025/11/21,2026/2/28,2,0,2,2025/11/23,VBF,0,2
,VS2511030,STA,STA015B14.6N1,NAVY/海軍藍,"14.6""雙肩背包",VC-4646-N,TSHS-2025-029-2,2025/11/21,2026/2/28,2,0,2,2025/11/23,VBF,0,2
,VS2511030,STA,STA015B14.6P1,PINK/粉色,"14.6""雙肩背包",VC-4646-P,TSHS-2025-029-2,2025/11/21,2026/2/28,2,0,2,2025/11/23,VBF,0,2
,VS2511030,STA,STA015B14.6R1,RED/紅色,"14.6""雙肩背包",VC-4646-R,TSHS-2025-029-2,2025/11/21,2026/2/28,2,0,2,2025/11/23,VBF,0,2
,VS2511030,STA,STA015B14.6Y1,YELLWO/黃色,"14.6""雙肩背包",VC-4646-Y,TSHS-2025-029-2,2025/11/21,2026/2/28,2,0,2,2025/11/23,VBF,0,2
,VS2511030,STA,STA015B15.6B1,BLUE/藍色,"15.6""雙肩背包",VC-4647-B,TSHS-2025-029-2,2025/11/21,2026/2/28,2,0,2,2025/11/23,VBF,0,2
,VS2511030,STA,STA015B15.6G1,GREEN/綠色,"15.6""雙肩背包",VC-4647-G,TSHS-2025-029-2,2025/11/21,2026/2/28,2,0,2,2025/11/23,VBF,0,2
,VS2511030,STA,STA015B15.6M1,MOCHA/摩卡,"15.6""雙肩背包",VC-4647-M,TSHS-2025-029-2,2025/11/21,2026/2/28,2,0,2,2025/11/23,VBF,0,2
,VS2511030,STA,STA015B15.6N1,NAVY/海軍藍,"15.6""雙肩背包",VC-4647-N,TSHS-2025-029-2,2025/11/21,2026/2/28,2,0,2,2025/11/23,VBF,0,2
,VS2511030,STA,STA015B13.5Z1,直升機,"13.5""雙肩背包-直升機",VC-4645-Z,TSHS-2025-029-2,2025/11/21,2026/2/28,2,0,2,2025/11/23,VBF,0,2
,VS2511030,STA,STA015B13.6N1,NANY/海軍藍,"13.6""雙肩背包",VC-4645-N,TSHS-2025-029-2,2025/11/21,2026/2/28,2,0,2,2025/11/23,VBF,0,2
,VS2511030,STA,STA015B13.6Y1,YELLOW/黃色,"13.6""雙肩背包",VC-4645-Y,TSHS-2025-029-2,2025/11/21,2026/2/28,2,0,2,2025/11/23,VBF,0,2
,VS2511030,STA,STA015D7.6Z1,Z1/直升機,"7.6""小號午餐袋-直升機",VC-3054-Z,TSHS-2025-029-2,2025/11/21,2026/2/28,1,0,1,2025/11/23,VBF,0,1
,VS2511030,STA,STA015D10.8B1,BLUE/藍色,"10.8""午餐袋",VC-4554-B,TSHS-2025-029-2,2025/11/21,2026/2/28,1,0,1,2025/11/23,VBF,0,1
,VS2511030,STA,STA015D10.8N1,NAVY/海軍藍,"10.8""午餐袋",VC-4554-N,TSHS-2025-029-2,2025/11/21,2026/2/28,1,0,1,2025/11/23,VBF,0,1
,VS2511030,STA,STA015D10.8P1,PINK/粉色,"10.8""午餐袋",VC-4554-P,TSHS-2025-029-2,2025/11/21,2026/2/28,1,0,1,2025/11/23,VBF,0,1
,VS2511030,STA,STA015D10.8R1,RED/紅色,"10.8""午餐袋",VC-4554-R,TSHS-2025-029-2,2025/11/21,2026/2/28,1,0,1,2025/11/23,VBF,0,1
,VS2511030,STA,STA015D10.8Y1,YELLOW/黃色,"10.8""午餐袋",VC-4554-Y,TSHS-2025-029-2,2025/11/21,2026/2/28,1,0,1,2025/11/23,VBF,0,1
XY01-011,VS2511031,SPG,SPG150D11A0,BLACK 黑色,55L 旅行袋,B000042100199,29235,2025/11/21,2026/5/22,804,0,804,2025/11/29,2026/4/16,0,804
XY01-012,VS2511032,SPG,SPG150D11T0,Carhartt Brown CSI 暗褐棕,55L 旅行袋,B000042120199,29236,2025/11/21,2026/5/22,804,0,804,2025/11/29,2026/4/20,0,804
,VS2511033,WIP,WIP050D20A0,黑色,RICHMOND小號旅行袋,I037004,20251122,2025/11/21,2026/1/30,10,0,10,2025/11/23,VBF,10,0
,VS2511033,WIP,WIP050D20P0,PALISANDER 紅木色,RICHMOND 小號旅行袋,I037004,20251122,2025/11/21,2026/1/30,10,0,10,2025/11/23,VBF,10,0
,VS2511033,WIP,WIP050D27A0,BLACK黑色,RICHMOND大號旅行袋,I037001,20251122,2025/11/21,2026/1/30,10,0,10,2025/11/23,VBF,10,0
,VS2511033,WIP,WIP050D27P0,PALISANDER 紅木色,RICHMOND 大號旅行袋,I037001,20251122,2025/11/21,2026/1/30,10,0,10,2025/11/23,VBF,10,0
,VS2511033,WIP,WIP050K05A0,BLACK黑色,RICHMOND錢包(小圓角),I036996,20251122,2025/11/21,2026/1/30,10,0,10,2025/11/23,VBF,10,0
,VS2511033,WIP,WIP050K05P0,PALISANDER 紅木色,RICHMOND 錢包(小圓角）,I036996,20251122,2025/11/21,2026/1/30,10,0,10,2025/11/23,VBF,10,0
XY03-001,VS2511034,SAM,SAM220K15N0,深藍色NAVY,"15.55""背包（ Backpack）",149196-1596,NA01407270,2025/11/23,2026/3/27,750,1,751,2025/11/29,2026/3/14,0,751
