訂單號,訂單序號,訂單版本,主鍵標示,客戶簡稱,客戶簡碼,款號,款號名稱,COLORWAY,客戶款號代碼,訂單數量,加產數量,客戶訂單號,款號尺寸,下單日期,客戶要求交期,建立日期,生效日期
VS2510005,3,1,VS2510005-3,CALIFORNIA INNOVATIONS,CAU,CIS073C17Z4,SAM'S 2026 9寸保鮮午餐桶 5721SU,粉色+桃紅,5721SU,23778,0,BLK_SL007186,,2025/9/10,2027/2/1,2025/10/9,2025/10/14
VS2510006,1,1,VS2510006-1,Travelpro,TLP,TLP074T20B0,"20""四輪伸縮拉杆箱",PATRIOT BLUE / 愛國者藍,407246222,425,1,待確認,,2025/10/10,2020/12/1,2025/10/10,2025/10/10
VS2510006,2,1,VS2510006-2,Travelpro,TLP,TLP074T20A0,"20""四輪伸縮拉杆箱",BLACK / 黑色,407246201,400,1,待確認,,2025/10/10,2025/6/1,2025/10/10,2025/10/10
VS2510006,3,1,VS2510006-3,Travelpro,TLP,TLP070T28B0,"28""四輪伸縮拉桿箱",PATRIOT BLUE/愛國者藍,407246922,450,1,待確認,,2025/10/10,2020/12/1,2025/10/10,2025/10/10
VS2510006,4,1,VS2510006-4,Travelpro,TLP,TLP070T28A0,"28""四輪伸縮拉桿箱",BLACK/黑色,407246901,475,1,待確認,,2025/10/10,2025/6/1,2025/10/10,2025/10/10
VS2510006,5,1,VS2510006-5,Travelpro,TLP,TLP070T25A0,"25""四輪伸縮拉桿箱",BLACK/黑色,407246501,475,1,待確認,,2025/10/10,2025/12/1,2025/10/10,2025/10/10
VS2510006,6,1,VS2510006-6,Travelpro,TLP,TLP070T25G0,"25""四輪伸縮拉桿箱",TITANIUM GREY/鈦灰色,407246505,400,1,待確認,,2025/10/10,2025/2/1,2025/10/10,2025/10/10
VS2510006,7,1,VS2510006-7,Travelpro,TLP,TLP070T15A0,"15""兩輪拉桿電腦箱",BLACK/黑色,407247701,500,1,待確認,,2025/10/10,2025/12/1,2025/10/10,2025/10/10
VS2510006,8,1,VS2510006-8,Travelpro,TLP,TLP070T15B0,"15""兩輪拉桿電腦箱",BLUE/愛國者藍,407247722,500,1,待確認,,2025/10/10,2025/6/1,2025/10/10,2025/10/10
VS2510006,9,1,VS2510006-9,Travelpro,TLP,TLP070D16B0,"16""手提包",PATRIOT BLUE/愛國者藍,407240322,475,1,待確認,,2025/10/10,2025/2/1,2025/10/10,2025/10/10
VS2510007,1,1,VS2510007-1,Travelpro - CA（加拿大）,TLP,TLP074T20B0,"20""四輪伸縮拉杆箱",PATRIOT BLUE / 愛國者藍,407246222,75,0,待確認,,2025/10/10,2025/6/1,2025/10/10,2025/10/10
VS2510007,2,1,VS2510007-2,Travelpro - CA（加拿大）,TLP,TLP074T20A0,"20""四輪伸縮拉杆箱",BLACK / 黑色,407246201,100,0,待確認,,2025/10/10,2025/6/1,2025/10/10,2025/10/10
VS2510007,3,1,VS2510007-3,Travelpro - CA（加拿大）,TLP,TLP070T28B0,"28""四輪伸縮拉桿箱",PATRIOT BLUE/愛國者藍,407246922,50,0,待確認,,2025/10/10,2025/6/1,2025/10/10,2025/10/10
VS2510007,4,1,VS2510007-4,Travelpro - CA（加拿大）,TLP,TLP070T28A0,"28""四輪伸縮拉桿箱",BLACK/黑色,407246901,25,0,待確認,,2025/10/10,2025/6/1,2025/10/10,2025/10/10
VS2510007,5,1,VS2510007-5,Travelpro - CA（加拿大）,TLP,TLP070T25A0,"25""四輪伸縮拉桿箱",BLACK/黑色,407246501,25,0,待確認,,2025/10/10,2025/6/1,2025/10/10,2025/10/10
VS2510007,6,1,VS2510007-6,Travelpro - CA（加拿大）,TLP,TLP070T25G0,"25""四輪伸縮拉桿箱",TITANIUM GREY/鈦灰色,407246505,100,0,待確認,,2025/10/10,2025/6/1,2025/10/10,2025/10/10
VS2510007,7,1,VS2510007-7,Travelpro - CA（加拿大）,TLP,TLP070D16B0,"16""手提包",PATRIOT BLUE/愛國者藍,407240322,25,0,待確認,,2025/10/10,2025/6/1,2025/10/10,2025/10/10
VS2510008,1,2,VS2510008-1,Travelpro,TLP,TLP052T21A0,"21""四輪拉桿箱（伸縮）",BLACK / 黑色,3662-01,2,3,OB#13485,,2025/10/10,2025/11/1,2025/10/10,2025/10/10
VS2510009,1,2,VS2510009-1,Travelpro,TLP,TLP052T21A0,"21""四輪拉桿箱（伸縮）",BLACK / 黑色,3662-01,500,1,OB#13485,,2025/10/10,2025/6/1,2025/10/10,2025/10/10
VS2510010,1,1,VS2510010-1,Travelpro,TLP,TLP121D5A0,"5""腰包",Black/ 黑配黑,430248501,600,3,OB#13487,,2025/10/10,2025/2/1,2025/10/10,2025/10/11
VS2510010,2,1,VS2510010-2,Travelpro,TLP,TLP120C16G0,"16""手提公文袋",FALCON GREY / 灰色,430240505,600,3,OB#13487,,2025/10/10,2021/1/1,2025/10/10,2025/10/11
VS2510010,3,1,VS2510010-3,Travelpro,TLP,TLP120D9G0,"9""組織功能袋",FALCON GREY / 灰色,43024AZ05,600,3,OB#13487,,2025/10/10,2021/1/1,2025/10/10,2025/10/11
VS2510010,4,1,VS2510010-4,Travelpro,TLP,TLP120D9B0,"9""組織功能袋",AVIATOR NAVY / 海藍色,43024AZ22,600,3,OB#13487,,2025/10/10,2021/1/1,2025/10/10,2025/10/11
VS2510025,1,1,VS2510025-1,Victorinox Swiss Army,VIC,VIC175T155A0,高級版拉桿電腦袋(歐洲之翼航空),黑色,653572,250,0,314880,,2025/10/23,2026/1/15,2025/10/23,2025/10/23
VS2510025,2,1,VS2510025-2,Victorinox Swiss Army,VIC,VIC175T151A0,高級版拉桿電腦袋(漢莎航空）,黑色,612682,250,0,314880,,2025/10/23,2026/1/15,2025/10/23,2025/10/23
VS2510032,1,1,VS2510032-1,CALIFORNIA INNOVATIONS,CAU,CIC016C31Z1,COSTCO 2026 16罐紅酒袋,Z1/駝色15-1306TPG,10006285,22000,0,BLK_SL007019,,2027/10/1,2019/12/1,2025/10/27,2025/10/27
VS2510032,2,1,VS2510032-2,CALIFORNIA INNOVATIONS,CAU,CIC016C31Z2,COSTCO 2026 16罐紅酒袋,牛仔藍19-4118TPG,10006285,15280,0,BLK_SL007019,,2027/10/1,2019/12/1,2025/10/27,2025/10/27
VS2510032,3,1,VS2510032-3,CALIFORNIA INNOVATIONS,CAU,CIC016C31Z3,COSTCO 2026 16罐紅酒袋,石灰色15-4305TPG,10006285,3520,0,BLK_SL007019,,2027/10/1,2019/12/1,2025/10/27,2025/10/27
VS2510033,1,1,VS2510033-1,SPG,SPG,SPG200K12T0,可收纳旅行袋,棕色CARHARTT BROWN,B000056421199,50,0,29045,,2028/10/1,2017/1/1,2025/10/28,2025/10/29
VS2510034,1,1,VS2510034-1,SPG,SPG,SPG200K12T0,可收纳旅行袋,棕色CARHARTT BROWN,B000056421199,2070,0,29050,,2028/10/1,2024/1/1,2025/10/28,2025/10/29
VS2510034,2,1,VS2510034-2,SPG,SPG,SPG200K12A0,可收納旅行袋,黑色BLACK,B000056400199,2070,0,29050,,2028/10/1,2024/1/1,2025/10/28,2025/10/29
VS2510035,1,1,VS2510035-1,SPG,SPG,SPG200K121A0,旅行冰袋,BLACK黑色,B000056700199,2004,0,29051,,2028/10/1,2024/1/1,2025/10/28,2025/10/29
VS2510036,1,1,VS2510036-1,SPG,SPG,SPG200K20T0,20寸潛水裝備袋,CARHARTT BROWN 棕色,B000056521199,2040,0,29052,,2028/10/1,2024/1/1,2025/10/28,2025/10/29
VS2510037,1,1,VS2510037-1,SPG,SPG,SPG200K151A0,高級午餐冰袋（LEEDS）,黑色 BLACK,B000057100199,6372,0,29053,,2028/10/1,2024/1/1,2025/10/28,2025/10/29
VS2510037,2,1,VS2510037-2,SPG,SPG,SPG200K151N0,高級午餐冰袋（LEEDS）,深藍色NAVY,B000057140199,8856,0,29053,,2028/10/1,2024/1/1,2025/10/28,2025/10/29
VS2510038,1,1,VS2510038-1,SPG,SPG,SPG200K16T0,冰袋背包（SANMAR),棕色CARHARTT BROWN,B000056821199,2208,0,29054,,2028/10/1,2024/1/1,2025/10/28,2025/10/29
VS2510039,1,1,VS2510039-1,SPG,SPG,SPG200K11T0,工具手提包,棕色 CARHARTT BROWN,B000057421199,2004,0,29055,,2028/10/1,2024/1/1,2025/10/28,2025/10/29
VS2510039,2,1,VS2510039-2,SPG,SPG,SPG200K11A0,工具手提包,黑色BLACK,B000057400199,2004,0,29055,,2028/10/1,2024/1/1,2025/10/28,2025/10/29
VS2510040,1,1,VS2510040-1,Victorinox Swiss Army,VIC,VIC340K06A0,6寸盥洗袋,黑色,653639,500,0,315007,,2029/10/1,2020/2/1,2025/10/29,2025/10/30
VS2510041,1,1,VS2510041-1,CALIFORNIA INNOVATIONS,CAU,CIC015C21Z07,"COSTCO 2026 16""手提冰袋",Z07/PR2258灰色印花,10005540,2525,0,BLK_SL007190,,1930/10/1,2016/2/1,2025/10/30,2025/10/31
VS2510041,2,1,VS2510041-2,CALIFORNIA INNOVATIONS,CAU,CIC015C21Z16,"COSTCO 2026 16""手提冰袋",Z16/藏藍19-4111TPG,10005540,2525,0,BLK_SL007190,,1930/10/1,2016/2/1,2025/10/30,2025/10/31
VS2510042,1,1,VS2510042-1,CALIFORNIA INNOVATIONS,CAU,CIC017C43Z4,COSTCO 2026 40罐EVA壓膜折疊冰袋,Z4/烏黑19-4104TPG,10006348,127120,0,BLK_SL007192,,1931/10/1,2020/12/1,2025/10/31,2025/11/1
VS2510042,2,1,VS2510042-2,CALIFORNIA INNOVATIONS,CAU,CIC017C43Z5,COSTCO 2026 40罐EVA壓膜折疊冰袋,Z5/灰褐色17-1311TPG,10006348,83920,0,BLK_SL007192,,1931/10/1,2020/12/1,2025/10/31,2025/11/1
VS2510043,1,1,VS2510043-1,CALIFORNIA INNOVATIONS,CAU,CIC016C31Z1,COSTCO 2026 16罐紅酒袋,Z1/駝色15-1306TPG,10006285,12600,0,BLK_SL007193,,2025/10/31,2025/12/31,2025/10/31,2025/11/14
VS2510043,2,1,VS2510043-2,CALIFORNIA INNOVATIONS,CAU,CIC016C31Z2,COSTCO 2026 16罐紅酒袋,牛仔藍19-4118TPG,10006285,10584,0,BLK_SL007193,,2025/10/31,2025/12/31,2025/10/31,2025/11/14
VS2510043,3,1,VS2510043-3,CALIFORNIA INNOVATIONS,CAU,CIC016C31Z3,COSTCO 2026 16罐紅酒袋,石灰色15-4305TPG,10006285,7056,0,BLK_SL007193,,2025/10/31,2025/12/31,2025/10/31,2025/11/14
VS2510044,1,1,VS2510044-1,SPG,SPG,SPG150D11A0,55L 旅行袋,BLACK 黑色,B000042100199,102,0,29069,,1931/10/1,2021/1/1,2025/10/31,2025/11/1
VS2510045,1,1,VS2510045-1,SPG,SPG,SPG210K11A0,"25""多功能旅行袋C0（常規）",黑色,B000049900199,2008,0,29073,,1931/10/1,2021/1/1,2025/10/31,2025/11/1
VS2510045,2,1,VS2510045-2,SPG,SPG,SPG150D11A0,55L 旅行袋,BLACK 黑色,B000042100199,900,0,29073,,1931/10/1,2021/1/1,2025/10/31,2025/11/1
VS2511001,1,1,VS2511001-1,Samsonite,SAM,SAM230T21BI,21''兩輪拖輪袋,BRUSHED INDIGO靛藍色,154259-D260,500,1,NA01397098,,2025/11/1,2025/4/4,2025/11/1,2025/11/1
VS2511001,2,1,VS2511001-2,Samsonite,SAM,SAM230T21G0,21''兩輪拖輪袋,HEATHERED GRAPHITE石墨黑,154259-D636,600,1,NA01397098,,2025/11/1,2025/4/4,2025/11/1,2025/11/1
VS2511002,1,1,VS2511002-1,Samsonite,SAM,SAM220K12N0,"17.71""旅行袋(Weekender)",深藍色NAVY,149197-1596,800,0,NA01397095,,2025/11/1,2025/4/4,2025/11/1,2025/11/1
VS2511002,2,1,VS2511002-2,Samsonite,SAM,SAM220K12W0,"17.71""旅行袋(Weekender)",白色OFF-WHITE,149197-1627,500,0,NA01397095,,2025/11/1,2025/4/4,2025/11/1,2025/11/1
VS2511002,3,1,VS2511002-3,Samsonite,SAM,SAM220K12L0,"17.71""旅行袋(Weekender)",橄欖綠PINE GREEN,149197-1693,500,1,NA01397095,,2025/11/1,2025/4/4,2025/11/1,2025/11/1
VS2511003,1,1,VS2511003-1,SPG,SPG,SPG200D13A0,SANMAR 75L旅行袋,BLACK黑色,B000060500199,1352,0,29090,,2025/11/3,2025/1/26,2025/11/3,2025/11/4
VS2511003,2,1,VS2511003-2,SPG,SPG,SPG200D13T0,SANMAR 75L旅行袋,CARHARTT BROWN棕色,B000060521199,672,0,29090,,2025/11/3,2025/1/26,2025/11/3,2025/11/4
VS2511004,1,1,VS2511004-1,Travelpro,TLP,TLP053K14A0,"14""冰袋",BLACK / 黑色,3605-01,2500,1,OB#13539,,2025/11/5,2025/2/10,2025/11/5,2025/11/7
VS2511004,2,1,VS2511004-2,Travelpro,TLP,TLP053K20A0,"20""手提袋",BLACK / 黑色,3608-01,1500,1,OB#13539,,2025/11/5,2025/2/10,2025/11/5,2025/11/7
VS2511004,3,1,VS2511004-3,Travelpro,TLP,TLP053T22A0,"22""兩輪拉桿箱",BLACK / 黑色,3622-01,1000,1,OB#13539,,2025/11/5,2025/2/25,2025/11/5,2025/11/7
VS2511004,4,1,VS2511004-4,Travelpro,TLP,TLP053K14A0,"14""冰袋",BLACK / 黑色,3605-01,2000,0,OB#13539,,2025/11/5,2025/2/28,2025/11/5,2025/11/7
VS2511004,5,1,VS2511004-5,Travelpro,TLP,TLP053K20A0,"20""手提袋",BLACK / 黑色,3608-01,1500,0,OB#13539,,2025/11/5,2025/2/28,2025/11/5,2025/11/7
VS2511005,1,1,VS2511005-1,SPG,SPG,SPG210K143T0,14寸工具袋（LEGACY)C0（常規）,棕色 CARHARTT BROWN,B000051721199,150,0,29097,,2025/11/5,2025/2/5,2025/11/5,2025/11/7
VS2511006,1,1,VS2511006-1,CALIFORNIA INNOVATIONS,CAU,CIC016C31Z1,COSTCO 2026 16罐紅酒袋,Z1/駝色15-1306TPG,10006666,1038,0,SL007468,,2025/11/6,2025/12/15,2025/11/6,2025/11/7
VS2511006,2,1,VS2511006-2,CALIFORNIA INNOVATIONS,CAU,CIC016C31Z2,COSTCO 2026 16罐紅酒袋,牛仔藍19-4118TPG,10006667,866,0,SL007468,,2025/11/6,2025/12/15,2025/11/6,2025/11/7
VS2511006,3,1,VS2511006-3,CALIFORNIA INNOVATIONS,CAU,CIC016C31Z3,COSTCO 2026 16罐紅酒袋,石灰色15-4305TPG,10006668,571,0,SL007468,,2025/11/6,2025/12/15,2025/11/6,2025/11/7
VS2511007,1,1,VS2511007-1,SPG,SPG,SPG210K11T0,"25""多功能旅行袋C0（常規）",棕色 CARHARTT BROWN,B000049921199,2008,0,29100,,2025/11/6,2025/2/5,2025/11/6,2025/11/7
VS2511007,2,1,VS2511007-2,SPG,SPG,SPG210K5A0,女士生活用品袋C0（常規）,黑色BLACK,B000051200199,2040,0,29100,,2025/11/6,2025/2/5,2025/11/6,2025/11/7
VS2511007,3,1,VS2511007-3,SPG,SPG,SPG210K5T0,女士生活用品袋C0（常規）,棕色 CARHARTT BROWN,B000051221199,4080,0,29100,,2025/11/6,2025/2/5,2025/11/6,2025/11/7
VS2511007,4,1,VS2511007-4,SPG,SPG,SPG210K143T0,14寸工具袋（LEGACY)C0（常規）,棕色 CARHARTT BROWN,B000051721199,2004,0,29100,,2025/11/6,2025/2/5,2025/11/6,2025/11/7
VS2511007,5,1,VS2511007-5,SPG,SPG,SPG210K141T0,中號工具袋C0（常規）,棕色 CARHARTT BROWN,B000052221199,2004,0,29100,,2025/11/6,2025/2/5,2025/11/6,2025/11/7
VS2511007,6,1,VS2511007-6,SPG,SPG,SPG210K12G0,"23""裝備袋C0(常規)",灰色GRAVEL,B000050203999,504,0,29100,,2025/11/6,2025/2/5,2025/11/6,2025/11/7
VS2511007,7,1,VS2511007-7,SPG,SPG,SPG210K12T0,"23""裝備袋C0(常規)",棕色CARHARTT BROWN,B000050221199,504,0,29100,,2025/11/6,2025/2/5,2025/11/6,2025/11/7
VS2511007,8,1,VS2511007-8,SPG,SPG,SPG210K12A0,"23""裝備袋C0(常規)",黑色,B000050200199,504,0,29100,,2025/11/6,2025/2/5,2025/11/6,2025/11/7
VS2511007,9,1,VS2511007-9,SPG,SPG,SPG210K10T0,"20""裝備袋C0（常規）",棕色CARHARTT BROWN,B000050121199,500,0,29100,,2025/11/6,2025/2/5,2025/11/6,2025/11/7
VS2511007,10,1,VS2511007-10,SPG,SPG,SPG210K14A0,"30""裝備袋C0（常規）",黑色,B000050400199,1008,0,29100,,2025/11/6,2025/2/5,2025/11/6,2025/11/7
VS2511008,1,1,VS2511008-1,CALIFORNIA INNOVATIONS,CAU,CIC017C43Z4,COSTCO 2026 40罐EVA壓膜折疊冰袋,Z4/烏黑19-4104TPG,10006655,2819,0,SL007467,,2025/11/11,2025/1/15,2025/11/11,2025/11/12
VS2511008,2,1,VS2511008-2,CALIFORNIA INNOVATIONS,CAU,CIC017C43Z5,COSTCO 2026 40罐EVA壓膜折疊冰袋,Z5/灰褐色17-1311TPG,10006656,2135,0,SL007467,,2025/11/11,2025/1/15,2025/11/11,2025/11/12
VS2511009,1,1,VS2511009-1,SPG,SPG,SPG200K164T0,SANMAR 16寸工具袋含底盘,CARHARTT BROWN 棕色,B000068721199,5504,0,29121,,2025/11/11,2025/5/25,2025/11/11,2025/11/12
VS2511010,1,1,VS2511010-1,SPG,SPG,SPG200K05T0,SANMAR手提包,CARHARTT BROWN 棕色,B000060821199,1118,0,29122,,2025/11/11,2025/5/25,2025/11/11,2025/11/12
VS2511010,2,1,VS2511010-2,SPG,SPG,SPG200K05G0,SANMAR 手提包,GRAVEL 灰色,B000060803999,774,0,29122,,2025/11/11,2025/5/25,2025/11/11,2025/11/12
VS2511010,3,1,VS2511010-3,SPG,SPG,SPG200K05A0,SANMAR 手提包,BLACK 黑色,B000060800199,1204,0,29122,,2025/11/11,2025/5/25,2025/11/11,2025/11/12
VS2511011,1,1,VS2511011-1,SPG,SPG,SPG200K164T0,SANMAR 16寸工具袋含底盘,CARHARTT BROWN 棕色,B000068721199,4504,0,29124,,2025/11/11,2025/6/24,2025/11/11,2025/11/12
VS2511012,1,1,VS2511012-1,SPG,SPG,SPG200K05T0,SANMAR手提包,CARHARTT BROWN 棕色,B000060821199,2150,0,29125,,2025/11/11,2025/6/24,2025/11/11,2025/11/12
VS2511012,2,1,VS2511012-2,SPG,SPG,SPG200K05G0,SANMAR 手提包,GRAVEL 灰色,B000060803999,1548,0,29125,,2025/11/11,2025/6/24,2025/11/11,2025/11/12
VS2511012,3,1,VS2511012-3,SPG,SPG,SPG200K05A0,SANMAR 手提包,BLACK 黑色,B000060800199,2408,0,29125,,2025/11/11,2025/6/24,2025/11/11,2025/11/12
VS2511013,1,1,VS2511013-1,SPG,SPG,SPG200K05A0,SANMAR 手提包,BLACK 黑色,B000060800199,2408,0,29127,,2025/11/11,2025/7/27,2025/11/11,2025/11/12
VS2511013,2,1,VS2511013-2,SPG,SPG,SPG200K05T0,SANMAR手提包,CARHARTT BROWN 棕色,B000060821199,2150,0,29127,,2025/11/11,2025/7/27,2025/11/11,2025/11/12
VS2511013,3,1,VS2511013-3,SPG,SPG,SPG200K05G0,SANMAR 手提包,GRAVEL 灰色,B000060803999,1548,0,29127,,2025/11/11,2025/7/27,2025/11/11,2025/11/12
VS2511014,1,1,VS2511014-1,SPG,SPG,SPG200K05G0,SANMAR 手提包,GRAVEL 灰色,B000060803999,1290,0,29130,,2025/11/11,2025/8/25,2025/11/11,2025/11/12
VS2511014,2,1,VS2511014-2,SPG,SPG,SPG200K05A0,SANMAR 手提包,BLACK 黑色,B000060800199,2064,0,29130,,2025/11/11,2025/8/25,2025/11/11,2025/11/12
VS2511014,3,1,VS2511014-3,SPG,SPG,SPG200K05T0,SANMAR手提包,CARHARTT BROWN 棕色,B000060821199,1806,0,29130,,2025/11/11,2025/8/25,2025/11/11,2025/11/12
VS2511015,1,1,VS2511015-1,CALIFORNIA INNOVATIONS,CAU,CIC016C44Z1,"10""EVA壓膜午餐袋",Z1/石灰色15-4305TPG,10006702,1445,0,BLK_SL007215,,2025/11/12,2025/1/29,2025/11/12,2025/11/13
VS2511015,2,1,VS2511015-2,CALIFORNIA INNOVATIONS,CAU,CIC016C44Z2,"10""EVA壓膜午餐袋",Z2/復古藍19-4118TPG,10006702,1805,0,BLK_SL007215,,2025/11/12,2025/1/29,2025/11/12,2025/11/13
VS2511015,3,1,VS2511015-3,CALIFORNIA INNOVATIONS,CAU,CIC016C44Z3,"10""EVA壓膜午餐袋",Z3/黑色,10006702,2525,0,BLK_SL007215,,2025/11/12,2025/1/29,2025/11/12,2025/11/13
VS2511016,1,1,VS2511016-1,SPG,SPG,SPG150D11T0,55L 旅行袋,Carhartt Brown CSI 暗褐棕,B000042120199,1002,0,29167,,2025/11/16,2025/2/13,2025/11/17,2025/11/17
VS2511016,2,1,VS2511016-2,SPG,SPG,SPG210K162A0,16寸工具袋C0（常規）,黑色BLACK,B000051800199,1008,0,29167,,2025/11/16,2025/2/13,2025/11/17,2025/11/17
VS2511017,1,1,VS2511017-1,SPG,SPG,SPG200K12T0,可收纳旅行袋,棕色CARHARTT BROWN,B000056421199,2070,0,29176,,2025/11/16,2025/2/19,2025/11/17,2025/11/17
VS2511017,2,1,VS2511017-2,SPG,SPG,SPG200K12A0,可收納旅行袋,黑色BLACK,B000056400199,6768,0,29176,,2025/11/16,2025/2/19,2025/11/17,2025/11/17
VS2511018,1,1,VS2511018-1,SPG,SPG,SPG200K20T0,20寸潛水裝備袋,CARHARTT BROWN 棕色,B000056521199,2784,0,29177,,2025/11/16,2025/2/19,2025/11/17,2025/11/17
VS2511019,1,1,VS2511019-1,SPG,SPG,SPG200K151N0,高級午餐冰袋（LEEDS）,深藍色NAVY,B000057140199,3960,0,29178,,2025/11/16,2025/2/19,2025/11/17,2025/11/17
VS2511019,2,1,VS2511019-2,SPG,SPG,SPG200K151A0,高級午餐冰袋（LEEDS）,黑色 BLACK,B000057100199,16812,0,29178,,2025/11/16,2025/2/19,2025/11/17,2025/11/17
VS2511019,3,1,VS2511019-3,SPG,SPG,SPG200K151T0,高級午餐冰袋（LEEDS）, 棕色(CARHARTT BROWN),B000057121199,11160,0,29178,,2025/11/16,2025/2/19,2025/11/17,2025/11/17
VS2511020,1,1,VS2511020-1,SPG,SPG,SPG200K14G0,14寸工具袋,灰色GREY,B000057503999,2016,0,29179,,2025/11/16,2025/2/19,2025/11/17,2025/11/17
VS2511021,1,1,VS2511021-1,SPG,SPG,SPG200K16A0,冰袋背包(sanmar), 黑色 BLACK,B000056800199,2244,0,29180,,2025/11/16,2025/2/19,2025/11/17,2025/11/17
VS2511021,2,1,VS2511021-2,SPG,SPG,SPG200K16T0,冰袋背包（SANMAR),棕色CARHARTT BROWN,B000056821199,2016,0,29180,,2025/11/16,2025/2/19,2025/11/17,2025/11/17
VS2511022,1,1,VS2511022-1,SPG,SPG,SPG200K11A0,工具手提包,黑色BLACK,B000057400199,2016,0,29181,,2025/11/16,2025/2/19,2025/11/17,2025/11/17
VS2511022,2,2,VS2511022-2,SPG,SPG,SPG200K11T0,工具手提包,棕色 CARHARTT BROWN,B000057421199,3264,0,29181,,2025/11/16,2025/2/19,2025/11/17,2025/11/17
VS2511023,1,1,VS2511023-1,SPG,SPG,SPG200K10A0,長方冰袋,黑色（BLACK),B000057000199,2184,0,29182,,2025/11/16,2025/2/19,2025/11/17,2025/11/17
VS2511024,1,1,VS2511024-1,CALIFORNIA INNOVATIONS,CAU,CIS073C17Z2,SAM'S 2026 9寸保鮮午餐桶 5721SU,黑色+深灰,5721SU,45185,0,BLK_SL007186,,2025/11/18,2025/2/26,2025/11/19,2025/11/20
VS2511024,2,1,VS2511024-2,CALIFORNIA INNOVATIONS,CAU,CIS073C17Z3,SAM'S 2026 9寸保鮮午餐桶 5721SU,藍色+藏藍,5721SU,45185,0,BLK_SL007186,,2025/11/18,2025/2/26,2025/11/19,2025/11/20
VS2511024,3,1,VS2511024-3,CALIFORNIA INNOVATIONS,CAU,CIS073C17Z4,SAM'S 2026 9寸保鮮午餐桶 5721SU,粉色+桃紅,5721SU,26645,0,BLK_SL007186,,2025/11/18,2025/2/26,2025/11/19,2025/11/20
VS2511025,1,1,VS2511025-1,CALIFORNIA INNOVATIONS,CAU,CIS073C17Z2,SAM'S 2026 9寸保鮮午餐桶 5721SU,黑色+深灰,5721SU,3015,0,BLK_SL007187,,2025/11/19,2025/2/4,2025/11/20,2025/11/21
VS2511025,2,1,VS2511025-2,CALIFORNIA INNOVATIONS,CAU,CIS073C17Z3,SAM'S 2026 9寸保鮮午餐桶 5721SU,藍色+藏藍,5721SU,3015,0,BLK_SL007187,,2025/11/19,2025/2/4,2025/11/20,2025/11/21
VS2511025,3,1,VS2511025-3,CALIFORNIA INNOVATIONS,CAU,CIS073C17Z4,SAM'S 2026 9寸保鮮午餐桶 5721SU,粉色+桃紅,5721SU,2515,0,BLK_SL007187,,2025/11/19,2025/2/4,2025/11/20,2025/11/21
VS2511025,4,1,VS2511025-4,CALIFORNIA INNOVATIONS,CAU,CIS073C17Z5,SAM'S 2026 9寸保鮮午餐桶 5721SU,藻綠+蔥綠,5721SU,2015,0,BLK_SL007187,,2025/11/19,2025/2/4,2025/11/20,2025/11/21
VS2511025,5,1,VS2511025-5,CALIFORNIA INNOVATIONS,CAU,CIS073C17Z6,SAM'S 2026 9寸保鮮午餐桶 5721SU,水泥灰+煙灰,5721SU,2015,0,BLK_SL007187,,2025/11/19,2025/2/4,2025/11/20,2025/11/21
VS2511026,1,1,VS2511026-1,CALIFORNIA INNOVATIONS,CAU,CIT019C14B0,24罐無拉鏈冰袋,B0/天藍色,10006446,10000,15,BLK-SL007185A,,2025/11/20,2025/1/13,2025/11/21,2025/11/21
VS2511027,1,1,VS2511027-1,CALIFORNIA INNOVATIONS,CAU,CIW211C13B1,24罐無拉鏈冰袋,B1/海藍色19-4042TPG,10004135,30000,15,BLK_SL006242D,,2025/11/20,2025/1/4,2025/11/21,2025/11/21
VS2511028,1,1,VS2511028-1,CALIFORNIA INNOVATIONS,CAU,CIC017C43Z4,COSTCO 2026 40罐EVA壓膜折疊冰袋,Z4/烏黑19-4104TPG,10006348,8856,0,BLK_SL007192,,2025/11/20,2025/3/2,2025/11/21,2025/11/22
VS2511028,2,1,VS2511028-2,CALIFORNIA INNOVATIONS,CAU,CIC017C43Z5,COSTCO 2026 40罐EVA壓膜折疊冰袋,Z5/灰褐色17-1311TPG,10006348,6696,0,BLK_SL007192,,2025/11/20,2025/3/2,2025/11/21,2025/11/22
VS2511029,1,3,VS2511029-1,STATE,STA,STA015B14.6B1,"14.6""雙肩背包",BLUE/藍色,VC-4646-B,500,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,2,3,VS2511029-2,STATE,STA,STA015B14.6N1,"14.6""雙肩背包",NAVY/海軍藍,VC-4646-N,500,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,3,3,VS2511029-3,STATE,STA,STA015B14.6P1,"14.6""雙肩背包",PINK/粉色,VC-4646-P,550,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,4,3,VS2511029-4,STATE,STA,STA015B14.6R1,"14.6""雙肩背包",RED/紅色,VC-4646-R,500,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
VS2511029,5,3,VS2511029-5,STATE,STA,STA015B14.6Y1,"14.6""雙肩背包",YELLWO/黃色,VC-4646-Y,500,4,TSHS-2025-029 -1,,2025/11/21,2025/3/14,2025/11/22,2025/11/24
