CONK,cust_num,cust_num_name,Trader,Trader_name,buyer_cust,buyer_cust_name,A6SNO,STAND,SPEC,GAOF,OGAG,OWID,ZINC,CTTY,A5ANNE,A1SPLY,A1MTRL,A1STHR,A1GAG,A1WID,A3GAG,A7SNO,COLOT,PGAOT,COLOB,PGABT,USAGE,DEC2,OPCD,DEC6,BORE,SLEEV,BMAK,PCOD,GRNTE,WLOW,WUP
2503EFE013/002,US00283,PACIFICSTEELSALESCORPORATION,US00283,PACIFICSTEELSALESCORPORATION,US00217,CASCADIAMETALS,PL03843,ASTM,A792SSGR80,0,0.361,1038.0,AZ50,MIN,H2,MARU,1008LAK,SAE1008,2.01,1051.0,0.337,SRH6X4Y1,SRH6X4,25,BW57Y4,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE013/003,US00283,PACIFICSTEELSALESCORPORATION,US00283,PACIFICSTEELSALESCORPORATION,US00217,CASCADIAMETALS,PL03843,ASTM,A792SSGR80,0,0.361,1038.0,AZ50,MIN,H2,CH,SAE1008,SAE1008,2.2,1051.0,0.337,SBG8P4Y1,SBG8P4,25,BW57Y4,12.5,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE013/004,US00283,PACIFICSTEELSALESCORPORATION,US00283,PACIFICSTEELSALESCORPORATION,US00217,CASCADIAMETALS,PL03843,ASTM,A792SSGR80,0,0.361,1038.0,AZ50,MIN,H2,CH,SAE1008,SAE1008,2.2,1051.0,0.337,SYS4X4Y1,SYS4X4,25,BW57Y4,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE013/005,US00283,PACIFICSTEELSALESCORPORATION,US00283,PACIFICSTEELSALESCORPORATION,US00217,CASCADIAMETALS,PL03843,ASTM,A792SSGR80,0,0.361,1038.0,AZ50,MIN,H2,MARU,1008LAK,SAE1008,2.01,1051.0,0.337,SBG6V4Y1,SBG6V4,25,BW57Y4,12.5,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE013/006,US00283,PACIFICSTEELSALESCORPORATION,US00283,PACIFICSTEELSALESCORPORATION,US00217,CASCADIAMETALS,PL03843,ASTM,A792SSGR80,0,0.361,1038.0,AZ50,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.337,SWG3W4Y1,SWG3W4,25,BW57Y4,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2501DFD067/001,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SY3562Y3,SY3562,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2507DFD048/003,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SG6802Y5,SG6802,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2507DCD003/001,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,PS00052,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,1W0802Y6,1W0802,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,3.0,5.0
2507DFD022/003,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PS00052,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,1W0802Y6,1W0802,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,3.0,5.0
2508EFD001/001,BD00047,M&RTRADING,TWS0072,華明鋼鐵股份有限公司,BD00047,M&RTRADING,PL03281,ASTM,A792MSSGR550,0,0.5,1219.0,AZM150,AC,H2,MARU,1008LAK,SAE1008,2.01,1229.0,0.458,SW5194Y1,SW5194,25,BW73Y2,12.5,COA001,屋頂,-,無選配,508,S,C848,P7,-,3.0,4.5
2508EFD001/002,BD00047,M&RTRADING,TWS0072,華明鋼鐵股份有限公司,BD00047,M&RTRADING,PL03281,ASTM,A792MSSGR550,0,0.5,1219.0,AZM150,AC,H2,MARU,1008LAK,SAE1008,2.01,1229.0,0.458,SW3362Y6,SW3362,25,BW73Y2,12.5,COA001,屋頂,-,無選配,508,S,C848,P7,-,3.0,4.5
2507DFD038/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05266,CNS,CGLC570-20,-1.4,0.52,1219.0,AZ150,AC,H2,MARU,1008LAK,SAE1008,2.01,1229.0,0.471,SY3562Y3,SY3562,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.7,4.9
2507DFD038/002,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05258,CNS,CGLC400-20,-1.4,0.52,1219.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,1230.0,0.476,SY3562Y3,SY3562,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.7,4.9
2508DFD006/001,TWP0019,泉盈股份有限公司,TWP0019,泉盈股份有限公司,TWP0061,聲寶股份有限公司,PG04648,CNS,CGCC-10,-2.4,0.326,770.0,Z08,BC,S3,CSC,SAE1008,SAE1008,2.0,780.0,0.321,AYF632W3,AYF632,25,BYZ6K2,NOM,CIC001,冰箱側板(無毒),OA001,無選配,508,E,S000,S3,R1,3.0,5.0
2508EFD001/004,BD00047,M&RTRADING,TWS0072,華明鋼鐵股份有限公司,BD00047,M&RTRADING,PL03281,ASTM,A792MSSGR550,0,0.5,1219.0,AZM150,AC,H2,MARU,1008LAK,SAE1008,2.01,1229.0,0.458,SL7084Y1,SL7084,25,BW73Y2,12.5,COA001,屋頂,-,無選配,508,S,C848,P7,-,3.0,4.5
2508EFD001/005,BD00047,M&RTRADING,TWS0072,華明鋼鐵股份有限公司,BD00047,M&RTRADING,PL03281,ASTM,A792MSSGR550,0,0.5,1219.0,AZM150,AC,H2,MARU,1008LAK,SAE1008,2.01,1229.0,0.458,SL4074Y1,SL4074,25,BW73Y2,12.5,COA001,屋頂,-,無選配,508,S,C848,P7,-,3.0,4.5
2508EFD001/006,BD00047,M&RTRADING,TWS0072,華明鋼鐵股份有限公司,BD00047,M&RTRADING,PL03281,ASTM,A792MSSGR550,0,0.5,1219.0,AZM150,AC,H2,MARU,1008LAK,SAE1008,2.01,1229.0,0.458,SL3664Y1,SL3664,25,BW73Y2,12.5,COA001,屋頂,-,無選配,508,S,C848,P7,-,3.0,4.5
2502EFE009/003,CA00029,VICWESTINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00029,VICWESTINC.,PL06461,ASTM,A792SSGR80,0,0.381,1076.0,AZ50,MIN,H2,CH,SAE1008,SAE1008,2.2,1102.0,0.358,SWH364Y2,SWH364,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON027,無選配,508,P,S000,E0,-,3.0,4.5
2501DFD064/003,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL06186,CNS,CGLC400-30,0,0.576,1192.0,AZ150,BC,S1,CH,SAE1012,SAE1012,2.22,1202.0,0.582,FW7364Y1,FW7364,25,BW73Y2,12.5,CIA021,岩棉複合板,ON005,無選配,508,K,C815,D2,-,5.0,5.5
2501DFD064/001,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL06186,CNS,CGLC400-30,0,0.576,1192.0,AZ150,BC,S1,CH,SAE1012,SAE1012,2.22,1202.0,0.582,FW3864Y6,FW3864,25,BW73Y2,12.5,CIA021,岩棉複合板,ON005,複合板,508,K,C815,D2,-,5.0,5.5
2501DFD064/002,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL06186,CNS,CGLC400-30,0,0.576,1192.0,AZ150,BC,S1,CH,SAE1012,SAE1012,2.22,1202.0,0.582,FY3264Y3,FY3264,25,BW73Y2,12.5,CIA021,岩棉複合板,ON005,無選配,508,K,C815,D2,-,5.0,5.5
2501DFD067/002,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SG6662Y5,SG6662,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2501DFD067/004,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SC2182Y1,SC2182,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2501DFD067/005,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SY8394Y1,SY8394,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,戶外壁板,508,R,C814,D2,-,3.0,5.0
2505DFD063/002,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.3,925.0,0.476,SG6802Y5,SG6802,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2501DFD065/002,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL06469,CNS,CGLC400-10,0,0.476,1072.0,AZ100,BC,S1,CH,SAE1012,SAE1012,2.22,1082.0,0.481,3W4A04Y2,3W4A04,25,BW73Y2,12.5,CIA001,複合板,ON005,無選配,508,N,C008,D2,-,4.0,5.0
2502DCD003/004,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,1G3804Z2,1G3804,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,3.0,5.0
2503DFD015/001,TWS0072,華明鋼鐵股份有限公司,TWS0072,華明鋼鐵股份有限公司,TWS0072,華明鋼鐵股份有限公司,PG04565,CNS,CGCD1-10,0,0.426,1216.0,Z08,BC,D3,CSC,HRD3M,HRD3,2.46,1235.0,0.43,RYE922W1,RYE922,25,7Y9A12,NOM,CIR029,垃圾桶,-,無選配,508,E,S000,D7,-,2.5,3.5
2501DFD065/001,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL06469,CNS,CGLC400-10,0,0.476,1072.0,AZ100,BC,S1,CH,SAE1012,SAE1012,2.22,1082.0,0.481,3W4A04Y2,3W4A04,25,BW73Y2,12.5,CIA001,複合板,ON005,無選配,508,N,C008,D2,-,4.0,5.0
2501DFD064/004,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL06186,CNS,CGLC400-30,0,0.576,1192.0,AZ150,BC,S1,CH,SAE1012,SAE1012,2.22,1202.0,0.582,XXXXXSY1,XXXXXS,NOM,XXXXXS,NOM,CIA021,岩棉複合板,ON005,複合板,508,K,C815,D2,-,5.0,5.5
2501DCD018/001,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,SW3362Y6,SW3362,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2501DFD066/001,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,PL05258,CNS,CGLC400-20,-1.4,0.52,1219.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,1230.0,0.476,SW3362Y6,SW3362,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2501DFD067/003,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SW6262Y1,SW6262,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2501DFD067/006,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SB2562Y3,SB2562,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2501DFD068/001,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05363,CNS,CGLC400-30,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,FY3264Y3,FY3264,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C815,D2,-,3.0,5.0
2501DFD068/002,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,TWM0023,喬利鋼鐵工業股份有限公司,PL05363,CNS,CGLC400-30,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,FW3864Y6,FW3864,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C815,D2,-,3.0,5.0
2502DCD001/001,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,PG04284,SYSCO,CGCC-10,-11.6,0.42,914.0,Z12,AC,S1,MARU,1008LAK,SAE1008,2.01,924.0,0.359,1G0612W2,1G0612,NOM,BW7412,NOM,COA034,大宗浪板（國內）,ON021,無選配,508,N,C062,D4,-,3.0,5.0
2501DFD069/001,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,TWS0076,淀鋼國際股份有限公司,PL05962,CNS,CGLC400-10,0,0.476,911.0,AZ70,BC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.481,LC4764M1,LC4764,25,BW7362,NOM,CIA007,室內隔間,OL001,隔間、抗靜電,508,P,C008,S4,-,3.5,4.0
2502DFD017/001,TWP0019,泉盈股份有限公司,TWP0019,泉盈股份有限公司,TWP0059,台灣松下電器股份有限公司,PG04636,SYSCO,CGCD1-10,0,0.756,810.0,Z12,BC,D3,CSC,HRD3M,HRD3,2.87,825.0,0.764,ASY812W1,ASY812,24,BYF712,NOM,CIC005,洗衣機外殼(無毒),OA004,無選配,508,E,S000,D7,R2,3.0,5.0
2505EFE002/001,US00565,LCAMETALCOMPONENTS,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00565,LCAMETALCOMPONENTS,PL06522,ASTM,A792SSGR80,0,0.47,1143.0,AZ50,MIN,H2,CH,SAE1008,SAE1008,2.2,1155.0,0.451,1W2AT4Y1,1W2AT4,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,P,S000,E0,-,3.17,4.5
2508DFD073/004,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL06255,SYSCO,CGLC-10,0,0.726,914.0,AZ070,BC,S1,CSC,SAE1008,SAE1008,2.0,924.0,0.733,4W5B64Y1,4W5B64,NOM,BW7462,NOM,CIR030,冷藏展示櫃（非無毒）,ON025,亞橋由廣告板正名冷藏展示櫃(非無毒),610,E,C008,D4,-,3.5,4.7
2502DFD018/001,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,2Y7304Z1,2Y7304,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,3.0,5.0
2502DFD018/002,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,1C4601Y2,1C4601,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,3.0,5.0
2502DFD018/003,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,RYF892Z1,RYF892,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,S,C989,A3,-,3.0,5.0
2502DFD018/004,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,1G3804Z2,1G3804,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,3.0,5.0
2502DFD018/005,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,1W0802Y6,1W0802,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,3.0,5.0
2503EFE022/005,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03860,ASTM,A792SSGR80,0,0.508,1092.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1102.0,0.466,SWH5V4Y1,SWH5V4,25,SYH462,25,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2502DFD023/001,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05152,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CSC,SAE1008,SAE1008,2.0,924.0,0.377,RYB892Y2,RYB892,25,BW73N2,NOM,COA012,琉璃瓦形浪板,OR002,無選配,508,S,C844,D2,-,3.0,5.0
2502DCD003/005,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,1W0802Y6,1W0802,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,3.0,5.0
2503DFD009/001,TWP0019,泉盈股份有限公司,TWP0019,泉盈股份有限公司,TWP0059,台灣松下電器股份有限公司,PG04507,SYSCO,CGCC-10,0,0.556,870.0,Z12,BC,S1,CSC,1002B,SAE1008,2.1,900.0,0.562,AWF552W2,AWF552,25,BYG512,NOM,CIC005,洗衣機外殼(無毒),OA004,洗衣機外殼,508,E,S000,D7,R2,3.0,5.0
2503DFD010/001,TWP0019,泉盈股份有限公司,TWP0019,泉盈股份有限公司,TWP0059,台灣松下電器股份有限公司,PG04655,SYSCO,CGCD1-10,0,0.756,795.0,Z12,BC,D3,CSC,HRD3M,HRD3,2.87,810.0,0.764,ASY812W1,ASY812,24,BYF712,NOM,CIC005,洗衣機外殼(無毒),OA004,無選配,508,E,S000,D7,R2,3.0,5.0
2505DFD064/001,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05363,CNS,CGLC400-30,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.3,925.0,0.476,FY8364Y1,FY8364,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,戶外壁板,508,R,C815,D2,-,3.0,5.0
2506DFD004/002,TWP0019,泉盈股份有限公司,TWP0019,泉盈股份有限公司,TWP0059,台灣松下電器股份有限公司,PG04658,CNS,CGCC-10,-2.4,0.326,797.0,Z08,BC,S3,CSC,SAE1008,SAE1008,2.0,835.0,0.321,AYF632W1,AYF632,25,BYF712,NOM,CIC001,冰箱側板(無毒),OA001,冰箱側板,508,E,S000,S3,R2,3.0,5.0
2502DFD022/002,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05363,CNS,CGLC400-30,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,FY3264Y3,FY3264,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C815,D2,-,3.0,5.0
2502DFD023/002,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05151,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1008,SAE1008,2.0,924.0,0.476,RYB892Y2,RYB892,25,BW73N2,NOM,COA012,琉璃瓦形浪板,OR002,無選配,508,S,C844,D2,-,3.0,5.0
2502BIX015/002,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05147,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.377,RYB172Y6,RYB172,25,BW73N2,NOM,CIA008,戶外壁板,ON006,戶外壁板,508,S,C844,D2,-,3.0,5.0
2501DFD014/002,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,TWS0178,弘曄金屬工業有限公司,PL06239,CNS,CGLCC-20,0,0.326,1010.0,AZ150,BC,S1,CH,SAE1008,SAE1008,2.2,1020.0,0.329,1C46Q1L4,1C46Q1,25,BW7362,NOM,CIA008,戶外壁板,ON006,無選配,508,R,C844,D2,-,3.0,5.0
2501EFE020/001,US00170,WESTMANSTEEL,JP00004,台灣住友商事股份有限公司,US00170,WESTMANSTEEL,PL04311,ASTM,A792SSGR80,0,0.381,1029.0,AZ50,AC,H2,CSC,1008C,SAE1008,2.0,1051.0,0.339,SWH392Y1,SWH392,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.5,4.5
2505DFD031/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05280,CNS,CGLCD-20,0,0.286,1003.0,AZ150,BC,D3,CSC,HRD3M,HRD3,2.46,1020.0,0.289,RCF262Y4,RCF262,25,BW73N2,NOM,CIA008,戶外壁板,ON006,戶外壁板,508,S,C844,D2,-,4.0,4.9
2505DFD067/003,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PS00047,SYSCO,CSUS304-20,0,0.36,914.0,-,BC,S1,YU,SUS304,SUS304,0.36,914.0,0.36,1C4601Y2,1C4601,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,P,C989,A3,-,3.0,5.0
2507EFE041/001,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03999,ASTM,A792SSGR33,0,0.61,1219.0,AZ50,AC,S1,CSC,1008C,SAE1008,2.75,1229.0,0.574,SBW704Y1,SBW704,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2508DFD003/005,TWP0019,泉盈股份有限公司,TWP0019,泉盈股份有限公司,TWP0059,台灣松下電器股份有限公司,PG04658,CNS,CGCC-10,-2.4,0.326,797.0,Z08,BC,S3,CSC,SAE1008,SAE1008,2.0,835.0,0.321,ABF522W1,ABF522,25,BYF712,NOM,CIC001,冰箱側板(無毒),OA001,無選配,508,E,S000,S3,R2,3.0,5.0
2507DFD051/001,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,TWP0002,隆豐企業股份有限公司,PL06498,CNS,CGLCC-10,0,0.376,1219.0,AZ70,BC,S1,MARU,1008LAK,SAE1008,2.01,1229.0,0.38,5W1901Y1,5W1901,NOM,BW6861,NOM,CIA029,冷藏車低溫車廂內襯,ON029,無選配,508,E,C008,D2,-,5.0,8.0
2508DFD007/001,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,PG04285,SYSCO,CGCC-10,-9.8,0.52,914.0,Z12,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.457,1G0612W2,1G0612,NOM,BW7412,NOM,COA034,大宗浪板（國內）,ON021,無選配,508,N,C062,D4,-,3.0,5.0
2508DFD007/002,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,PG04284,SYSCO,CGCC-10,-11.6,0.42,914.0,Z12,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.359,1Y3111I4,1Y3111,NOM,BW7412,NOM,COA034,大宗浪板（國內）,ON021,無選配,508,N,C062,D4,-,3.0,5.0
2508DFD007/003,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,PG04284,SYSCO,CGCC-10,-11.6,0.42,914.0,Z12,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.359,1R5812I4,1R5812,NOM,BW7412,NOM,COA034,大宗浪板（國內）,ON021,無選配,508,N,C062,D4,-,3.0,5.0
2508DFD007/004,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,PG04284,SYSCO,CGCC-10,-11.6,0.42,914.0,Z12,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.359,1C6112W1,1C6112,NOM,BW7412,NOM,COA034,大宗浪板（國內）,ON021,無選配,508,N,C062,D4,-,3.0,5.0
2507DFD035/002,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,TWS0026,益大鋼鐵股份有限公司,PL05363,CNS,CGLC400-30,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,FW2664Y5,FW2664,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,超耐候屋頂,508,R,C815,D2,-,3.0,5.0
