月份,庫存類別,項目代碼,項目名稱,採購包裝,售出單位,廠商代碼,廠商名稱,藥局庫存量,進價
11407,針劑,IENBR5,Enbrel 50mg 4'v/盒(冰),VIAL,VIAL,A0024,久裕企業(股)公司,17.0,5885.556
11407,針劑,IENGE,Engerix-B 1ml/10Vial/盒(B肝)(冰),VIAL,VIAL,A0002,裕利股份有限公司,14.0,250.0
11407,針劑,IENVA,Envacgen 71 Vaccine/支-冰,VIAL,VIAL,A0355,台灣大昌華嘉股份有限公司,13.0,3000.0
11407,針劑,IEPHE,Ephedrine 40mg/100Amp,AMP,AMP,A0259,信東生技股份有限公司,67.0,12.0
11407,針劑,IEPIN,Epinephrine 1mg 100Amp/盒,AMP,AMP,A0259,信東生技股份有限公司,127.0,6.0
11407,針劑,IERTA,Ertapenem 1g 10Vial/盒,VIAL,VIAL,A0259,信東生技股份有限公司,93.0,550.0
11407,針劑,IETOM,Etomidate-Lipuro 2mg/ml/10AMP/盒,AMP,AMP,A0640,淳靖藥品企業有限公司,0.0,180.0
11407,針劑,IEVEN,Evenity Solution 1.17ml/2支/盒(天冰臨),支,支,A0002,裕利股份有限公司,4.0,3662.0
11407,針劑,IEXTE,Extencilline 2.4miu/vial 5ml/amp(專),AMP,AMP,A0772,新熠有限公司,10.0,949.0
11407,針劑,IFEBA,Fe-Back 40mg/2ml/50A/盒,AMP,AMP,A0461,億代富國際股份有限公司,37.0,32.0
11407,針劑,IFENTA2,Fentanyl Inj 0.05mg/2ml/10支/盒,AMP,AMP,A0271,衛生福利部食品藥物管理署管制藥,329.0,38.0
11407,針劑,IFLUCO,Flucon 200mg/100ml/VIAL,VIAL,VIAL,A0259,信東生技股份有限公司,3.0,298.0
11407,針劑,IFLUM,Flumarin 1gm 10Vial/盒,VIAL,VIAL,A0028,台灣鹽野義製藥(股)公司,314.0,167.0
11407,針劑,IFOLS,Folsmycin powder 2gm/Vial 10vial/盒,VIAL,VIAL,A0056,永信藥品工業(股)公司,55.0,145.0
11407,針劑,IFOY,Foy 100mg/10Amp,VIAL,VIAL,A0341,中化裕民健康事業股份有限公司,30.0,197.001
11407,針劑,IFRE,Fresofol mct/lct 1%/20ml/5支/盒(管),AMP,AMP,A0355,台灣大昌華嘉股份有限公司,546.0,30.0
11407,針劑,IFUCO,Fucon 20mg 1ml/VIAL 100'V/盒,VIAL,VIAL,A0056,永信藥品工業(股)公司,0.0,10.0
11407,針劑,IFURO,Furoxime 750mg 50'V/盒,VIAL,VIAL,A0259,信東生技股份有限公司,147.0,18.0
11407,針劑,IGARD9,Gardasil 九價人類乳突病毒疫苗 0.5ml/支(冰),VIAL,VIAL,A0002,裕利股份有限公司,8.0,4700.0
11407,針劑,IGEN,Gentamycin 40mg/2ml 50'A/盒,AMP,AMP,A0512,意欣國際有限公司,95.0,6.5
11407,針劑,IGEND,Gendobu 12.5mg/20ml/10vial/盒,VIAL,VIAL,A0045,健亞生物科技(股)公司,28.0,108.0
11407,針劑,IGENS,Genso 25mg/2.5ml 10Amp/盒(冰),AMP,AMP,A0045,健亞生物科技(股)公司,80.0,50.0
11407,針劑,IGLYCO,Glycopyrodyn 0.2mg/ml/1ml/10Amp/盒,AMP,AMP,A0311,科進製藥科技股份有限公司,55.0,19.95
11407,針劑,IHAVR,Havrix AD 1440(A肝)/1Vial/支(冰),Vial,Vial,A0002,裕利股份有限公司,8.0,1148.0
11407,針劑,IHEPA3,Heparin Sodium 5000 iu/ml 5ml/10vial/盒,VIAL,VIAL,A0671,泰裕醫藥生技股份有限公司,22.0,130.0
11407,針劑,IHUM5,Humalog Mix50 100U/5V/盒(冰),AMP,AMP,A0002,裕利股份有限公司,42.0,187.0
11407,針劑,IHYCO,Hycobal 2.5mg/ml 100A/盒,AMP,AMP,A0463,瑞士藥廠股份有限公司,129.0,14.1
11407,針劑,IINSUA,Insulin Actrapid HM 100iu/ml/Vial/支(RI)(冰),VIAL,VIAL,A0355,台灣大昌華嘉股份有限公司,10.0,246.4
11407,針劑,IISOC,Isocin 0.1% 10mg/10ml/10Amp/Box,AMP,AMP,A0630,威凱力有限公司,7.0,100.0
11407,針劑,IKATI,Katimin-1 10mg/10Amp,AMP,AMP,A0341,中化裕民健康事業股份有限公司,32.0,9.009
11407,針劑,IKCL9,0.298% KCl in 0.9% NaCl 500ml 30Bot/箱,BOT,BOT,A0259,信東生技股份有限公司,21.0,35.397
11407,針劑,IKCL91,0.149% KCl in 0.9% NaCl 500ml 30Bot/箱,BOT,BOT,A0259,信東生技股份有限公司,0.0,24.8
11407,針劑,IKETP,Ketoprofen 25mg/50Amp,AMP,AMP,A0073,南光化學製藥(股)公司,68.0,11.193
11407,針劑,ILANO,Lanoxin Digoxin 0.5mg 2ml/5Amp/盒,AMP,AMP,A0002,裕利股份有限公司,50.0,37.133
11407,針劑,ILAST,Laston 30mg/100Amp/盒,AMP,AMP,A0259,信東生技股份有限公司,650.0,5.37
11407,針劑,ILEVE,Levemir Flex Pen 100iu/ml 3ml/支 5支/盒(冰),AMP,AMP,A0355,台灣大昌華嘉股份有限公司,56.0,360.0
11407,針劑,ILIDE,Lidophrine HCL 2%+Epinephrine/20ml/50Amp/盒,AMP,AMP,A0756,井弘生技有限公司,66.0,85.0
11407,針劑,ILIDO2,Lidocaine 2%/20ml/50'V/盒,VIAL,VIAL,A0671,泰裕醫藥生技股份有限公司,127.0,25.0
11407,針劑,ILIGN,Lignocaine Hcl-Fresenius 2% 10Amp/盒,AMP,AMP,A0214,恆富企業有限公司,32.0,38.0
11407,針劑,ILILO,Lilonton 2000mg/10ml/50Amp/盒(Noop),AMP,AMP,A0497,國信藥品股份有限公司,73.0,16.0
11407,針劑,IMAGN,Magnesium Sulate(MGSO4)/60支/盒,AMP,AMP,A0259,信東生技股份有限公司,27.0,21.0
11407,針劑,IMANIT,Maniton 20g 100ml 24瓶/箱,BOT,BOT,A0504,立統行實業(股)公司,25.0,38.104
11407,針劑,IMARC,Marcaine 0.5% 20ml/5Vial,VIAL,VIAL,A0002,裕利股份有限公司,0.0,145.4
11407,針劑,IMARH,Marcaine SP HVY 5mg/ml 5'A/盒,AMP,AMP,A0002,裕利股份有限公司,50.0,109.085
11407,針劑,IMARS,Marcaine 0.5% Spinal 5'A/盒,AMP,AMP,A0002,裕利股份有限公司,36.0,109.085
11407,針劑,IMENO,Menocik Lyophilized 100 mg/ 10'V/盒,VIAL,VIAL,A0759,博晟生醫股份有限公司,26.0,690.0
11407,針劑,IMEPEN,Mepenem powder  500mg/10vial/盒,VIAL,VIAL,A0259,信東生技股份有限公司,62.0,110.0
11407,針劑,IMEPRO,Mepron Power 40mg/VIAL 10'V/盒,VIAL,VIAL,A0115,東洲化學製藥廠(股)公司,187.0,38.5
11407,針劑,IMET,Methylene Blue 10mg/ml/10vial (甲烯藍),VIAL,VIAL,A0669,人力藥品有限公司,0.0,2200.0
11407,針劑,IMETHA,Methason 5mg/ml 100Amp/盒,AMP,AMP,A0259,信東生技股份有限公司,323.0,5.82
11407,針劑,IMID,Midatin 5mg/1ml 50Amp/盒(管),AMP,AMP,A0073,南光化學製藥(股)公司,225.0,6.595
11407,針劑,IMID5,Midatin 50mg/50ml/20vial/盒(管4),VIAL,VIAL,A0073,南光化學製藥(股)公司,75.0,98.362
11407,針劑,IMINI,Minirin 4mcg/ml 10amp/盒(冰),AMP,AMP,A0355,台灣大昌華嘉股份有限公司,45.0,277.97
11407,針劑,IMMRI,MMRII 0.5ml 25mcg/10Vial/盒(冰),VIAL,VIAL,A0002,裕利股份有限公司,19.0,280.0
11407,針劑,IMOFL,Moflodal 400mg/250ml/VIAL,VIAL,VIAL,A0341,中化裕民健康事業股份有限公司,22.0,310.013
11407,針劑,IMORP,Morphinae 10mg/10Amp/盒,AMP,AMP,A0271,衛生福利部食品藥物管理署管制藥,815.0,25.0
11407,針劑,IMUTO,Mutopain 10mg/ml 50Amp/盒,AMP,AMP,A0056,永信藥品工業(股)公司,257.0,25.0
11407,針劑,IMYFU,Myfungin LYO 50mg 10'V/盒(臨),VIAL,VIAL,A0056,永信藥品工業(股)公司,29.0,538.0
11407,針劑,INALD,Naldebain 150mg/2ml/Amp,AMP,AMP,A0701,安美得生醫股份有限公司,2.0,6750.0
11407,針劑,INALO,Naloxone 400mcg/ml (Narcan)/10Amp/盒,AMP,AMP,A0197,華宇藥品有限公司,8.0,303.0
11407,針劑,INESP,NESP Plastic Syringe 40mcg/0.5ml/10支/盒 (冰),支,支,A0714,佳醫健康事業股份有限公司,12.0,1100.0
11407,針劑,INOREP,Norepinephrine 4ml/10vial/盒,VIAL,VIAL,A0341,中化裕民健康事業股份有限公司,75.0,65.0
11407,針劑,INOVA,Novamin 5mg/50Amp/盒,AMP,AMP,A0028,台灣鹽野義製藥(股)公司,150.0,26.1
11407,針劑,INOVOF,Novomix 30 Flexpen 300iu (冰),支,支,A0355,台灣大昌華嘉股份有限公司,130.0,194.184
11407,針劑,INOVOR,Novorapid Flexpen 300iu (冰),支,支,A0355,台灣大昌華嘉股份有限公司,92.0,194.175
11407,針劑,INTG,N.T.G Premixed 0.2mg/ml 20瓶/箱,瓶,瓶,A0586,歐舒邁克有限公司,14.0,332.1
11407,針劑,INUCAL,Nucala Inj 100mg/ml/BT/盒(預充填式注射劑)(冰),BOT,BOT,A0002,裕利股份有限公司,2.0,28537.5
11407,針劑,IOXAC1,Oxacillin Powder 1000GM 10'V/盒,VIAL,VIAL,A0663,慕康生技醫藥股份有限公司,543.0,33.5
11407,針劑,IOZE2,Ozempic solution 0.25mg/0.5mg/2mg/支/盒(第1月)(冰),支,支,A0355,台灣大昌華嘉股份有限公司,23.0,3255.0
11407,針劑,IOZE4,Ozempic solution 1mg/4mg/支/盒(第2月)(冰),支,支,A0355,台灣大昌華嘉股份有限公司,27.0,3255.0
11407,針劑,IPACX,Pacxib 40mg/10'V/盒(自費),VIAL,VIAL,A0026,生達化學製藥(股)公司,10.0,0.0
11407,針劑,IPAMP,Pampara 20ml 10AMP/盒,AMP,AMP,A0558,壽元化學工業(股)公司,10.0,169.0
11407,針劑,IPANZ,Panzolec LYO 40mg/50V/盒,VIAL,VIAL,A0026,生達化學製藥(股)公司,214.0,48.5
11407,針劑,IPENE,Penem 500mg/10'V/盒,VIAL,VIAL,A0259,信東生技股份有限公司,148.0,115.0
11407,針劑,IPERD,Perdipine 1mg/ml  50Amp/盒,AMP,AMP,A0002,裕利股份有限公司,37.0,83.276
11407,針劑,IPETH,Pethidinae 50mg/1ml/10Amp/盒,AMP,AMP,A0271,衛生福利部食品藥物管理署管制藥,15.0,26.5
11407,針劑,IPIPE4,Pipe Tazo 4.5gm/10vial/盒,VIAL,VIAL,A0341,中化裕民健康事業股份有限公司,134.0,59.999
11407,針劑,IPOTA1,Potassium Chloride 15%/10ml/50Amp/盒(K.C.L),AMP,AMP,A0259,信東生技股份有限公司,100.0,10.0
11407,針劑,IPREV13,Prevenar 13/ Vial/盒(冰),VIAL,VIAL,A0024,久裕企業(股)公司,6.0,3000.0
11407,針劑,IPROGE,Progesterone 2.5%/1ml/50Amp,AMP,AMP,A0626,安星製藥股份有限公司,31.0,10.0
11407,針劑,IPROL,Prolia 60mg/ml(冰),VIAL,VIAL,A0002,裕利股份有限公司,14.0,3801.1
11407,針劑,IPROME,Promeran 2ml/100Amp,AMP,AMP,A0026,生達化學製藥(股)公司,298.0,4.85
11407,針劑,IRAPI,Rapiacta 1Bag/Box,袋,袋,A0028,台灣鹽野義製藥(股)公司,9.0,1420.015
11407,針劑,IRELA,Relaxin 500mg/10(25CC),瓶,瓶,A0504,立統行實業(股)公司,13.0,130.0
11407,針劑,IROCU,Rocuronium bromide 10mg/5ml/10vial/盒(冰),VIAL,VIAL,A0684,華德醫材有限公司,46.0,180.0
11407,針劑,IROLI,Rolikan 7% 20ml 50'A/盒,AMP,AMP,A0259,信東生技股份有限公司,236.0,8.0
11407,針劑,IROPI,Ropica 10mg/20ml/10支/盒,VIAL,VIAL,A0640,淳靖藥品企業有限公司,0.0,300.0
11407,針劑,IROSI,Rosis 10mg/2ml/100Amp,AMP,AMP,A0259,信東生技股份有限公司,307.0,6.0
11407,針劑,IRYZO,Ryzodeg Flextouch 5支/盒(冰),支,支,A0355,台灣大昌華嘉股份有限公司,71.0,425.985
11407,針劑,ISABS,SABS 5mg/ml/20'S/箱,瓶,瓶,A0259,信東生技股份有限公司,47.0,32.0
11407,針劑,ISEVO,Sevoflurane(Ultane)250ml/瓶,瓶,CC,A0355,台灣大昌華嘉股份有限公司,2000.0,18.0
11407,針劑,ISHI1,Shincort 10mg/5ml/10Vial/盒,VIAL,VIAL,A0056,永信藥品工業(股)公司,48.0,23.8
11407,針劑,ISHING,Shingrix Herpes Zoster Vaccine 1支/盒(冰),支,支,A0002,裕利股份有限公司,9.0,7300.0
11407,針劑,ISIMP,Simponi 50mg/0.5ml(冰),AMP,AMP,A0019,台田藥品(股)公司,10.0,16645.5
11407,針劑,ISINT,Sintrix 1g 50'V/盒,VIAL,VIAL,A0259,信東生技股份有限公司,371.0,32.0
11407,針劑,ISMOFK,Smofkabiven Peripheral 1448ML/4Bag/Box,袋,袋,A0355,台灣大昌華嘉股份有限公司,21.0,550.778
11407,針劑,ISOJO,Sojourn(Sevoflurane) 250ml/6瓶/盒,瓶,CC,A0680,美達特有限公司,3250.0,18.0
11407,針劑,ISOLM,Solu-medrol 500mg,VIAL,VIAL,A0024,久裕企業(股)公司,50.0,179.0
11407,針劑,ISOON,Soonmelt 600mg 10vial/盒,VIAL,VIAL,A0056,永信藥品工業(股)公司,233.0,32.0
11407,針劑,ITARG,Targocid 200mg/支/盒,支,支,A0355,台灣大昌華嘉股份有限公司,38.0,317.415
11407,針劑,ITERL,Terlissin 1mg/10vial/盒,VIAL,VIAL,A0341,中化裕民健康事業股份有限公司,21.0,469.0
11407,針劑,ITET05,Tetanus Toxoid 0.5ml/VIAL,VIAL,VIAL,A0552,瑪里士實業有限公司,281.0,80.0
11407,針劑,ITHIO,Thiopental sodium 1g/Vial,VIAL,VIAL,A0746,橫山企業有限公司,38.0,0.0
11407,針劑,ITRA2,Trandate 25mg/5Amp,AMP,AMP,A0002,裕利股份有限公司,9.0,67.988
11407,針劑,ITRA5,Tranexamic Acid 5ml/50mg/50'A/盒,AMP,AMP,A0671,泰裕醫藥生技股份有限公司,351.0,8.0
11407,針劑,ITRES,Tresiba Flextouch 300U/5支/盒(冰),支,支,A0355,台灣大昌華嘉股份有限公司,214.0,425.985
11407,針劑,ITRIA,Triamcinolone 40mg/ml 4% 1ml 100AMP/盒,AMP,AMP,A0671,泰裕醫藥生技股份有限公司,86.0,19.0
11407,針劑,ITYGA,Tygacil 50mg/10Vial/盒,VIAL,VIAL,A0024,久裕企業(股)公司,45.0,1239.987
11407,針劑,IUSOD,U-Sodin 2.5mg/ml/10amp/盒,AMP,AMP,A0226,健喬信元醫藥生技股份有限公司,19.0,133.271
11407,針劑,IVAGO,Vagostin 1ml/100Amp,AMP,AMP,A0259,信東生技股份有限公司,445.0,10.0
11407,針劑,IVANC5,Vancomycin 500mg/10'V/盒(乾粉),VIAL,VIAL,A0341,中化裕民健康事業股份有限公司,455.0,48.001
11407,針劑,IVARIV,Varivax-varicella 10vial/盒(冰),VIAL,VIAL,A0002,裕利股份有限公司,14.0,1600.0
11407,針劑,IVENA,Vena-Calcium B6 5ml/AMP 100'A/盒,AMP,AMP,A0259,信東生技股份有限公司,52.0,9.0
11407,針劑,IVFEN,Vfend 200mg vial,VIAL,VIAL,A0024,久裕企業(股)公司,0.0,3666.0
11407,針劑,IVIRLE,Virless Lyophilized 250mg Vial,VIAL,VIAL,A0056,永信藥品工業(股)公司,30.0,160.0
11407,針劑,IVITA,Vitacal 20ml 60Amp/盒,AMP,AMP,A0259,信東生技股份有限公司,167.0,11.0
11407,針劑,IVOLU,Voluven 6% 500ml/20袋/箱,袋,袋,A0684,華德醫材有限公司,12.0,183.0
11407,針劑,IVORE,Voren/100Amp,AMP,AMP,A0056,永信藥品工業(股)公司,256.0,8.0
11407,針劑,IXOLAI,Xolair 150mg/mL in pre-filled syring,VIAL,VIAL,A0002,裕利股份有限公司,12.0,12525.0
11407,針劑,IZAVI,Zavicefta 2g/0.5g/10vial/盒,VIAL,VIAL,A0024,久裕企業(股)公司,56.0,2759.768
11407,針劑,IZERB,Zerbaxa 1.5mg/10vial/盒(冰),VIAL,VIAL,A0002,裕利股份有限公司,0.0,0.0
11407,針劑,IZINF,Zinforo 600mg/10vial/盒,VIAL,VIAL,A0024,久裕企業(股)公司,42.0,1351.13
11407,針劑,IZYVO,Zyvox 2mg/300ml/袋,袋,袋,A0024,久裕企業(股)公司,31.0,785.022
11407,顯影劑,IIOP1,Iopamiro 370 100ml/瓶,瓶,瓶,A0015,普樂可醫藥(股)公司,0.0,920.0
11407,顯影劑,IIOP2,Iopamiro 370 50ml/瓶,瓶,瓶,A0015,普樂可醫藥(股)公司,0.0,650.0
11407,顯影劑,IOMNIQ,Omnipaque 350mgl/50ml 10瓶/盒,瓶,瓶,A0532,醫影股份有限公司,0.0,530.0
11407,顯影劑,IOPT1,Optiray 350 100ml/瓶(歐利得造影劑),瓶,瓶,A0343,博而美國際股份有限公司,0.0,705.002
11407,顯影劑,IOPT2,Optiray 350 50ml/瓶(歐利得造影劑),瓶,瓶,A0343,博而美國際股份有限公司,0.0,520.002
11407,顯影劑,IOPT4,Optiray 350 100ml/瓶/20瓶/箱(非離子顯影劑針筒包裝),瓶,瓶,A0343,博而美國際股份有限公司,0.0,940.0
11407,顯影劑,ITEL1,Telebitx 100,瓶,瓶,A0399,宇敦股份有限公司,0.0,480.0
11407,顯影劑,ITEL5,Telebitx 50,瓶,瓶,A0399,宇敦股份有限公司,0.0,235.0
11407,顯影劑,OBARI,Baritop-120 鋇脫普液 箱/30瓶,瓶,瓶,A0570,洸洋化學製藥(股)公司,0.0,320.0
11407,顯影劑,OBARIT,Baritop LV 300g 鋇脫普液 箱/24瓶,BOT,BOT,A0676,百世生醫科技有限公司,0.0,380.0
11407,點滴,I045N,0.45% Nacl 500ml/30瓶,BOT,BOT,A0660,濟生醫藥生技股份有限公司,0.0,28.5
11407,點滴,I09N2,0.9% Nacl 20ml/60Amp/ 盒,AMP,AMP,A0259,信東生技股份有限公司,0.0,6.0
11407,點滴,I10GL,10% Gluose 500cc/30瓶,BOT,BOT,A0660,濟生醫藥生技股份有限公司,0.0,30.0
11407,點滴,I10GL1,10% Gluose 1000cc/18袋/箱 (軟袋OR用),袋,袋,A0007,永豐化學工業(股)公司,0.0,29.0
11407,點滴,I10GL10,10% Gluose 500cc/30袋/箱(軟袋OR用),袋,袋,A0006,大隆興藥品(股)公司,0.0,31.5
11407,點滴,I5DEXT,5%Dextrose 500ml(5%Glucose)30瓶/箱,瓶,瓶,A0006,大隆興藥品(股)公司,0.0,28.35
11407,點滴,I5GLU1,5% Glucose 250ml/40瓶/箱,瓶,瓶,A0660,濟生醫藥生技股份有限公司,0.0,26.0
11407,點滴,IDEXTN,Dext & Nacl(5%+0.9%) 500ml/30,BOT,BOT,A0660,濟生醫藥生技股份有限公司,0.0,28.5
11407,點滴,IHART,Hartmann's 500ml/30瓶/箱(Lact Ringer),瓶,瓶,A0006,大隆興藥品(股)公司,0.0,38.003
11407,點滴,INACL,Nacl 1000ml(0.9% N/S)/16袋,袋,袋,A0660,濟生醫藥生技股份有限公司,0.0,40.0
11407,點滴,INACL1,Nacl 0.9% 1000ml(沖)/20瓶,瓶,瓶,A0660,濟生醫藥生技股份有限公司,0.0,40.0
11407,點滴,INACL11,Nacl 100ml(0.9% N/S)/50袋 (N/S),袋,袋,A0006,大隆興藥品(股)公司,0.0,0.0
11407,點滴,INACL2,Nacl 500ml(0.9%n/s) 30/箱,瓶,瓶,A0660,濟生醫藥生技股份有限公司,189.0,28.5
11407,點滴,INACL3,Nacl 250ml(0.9% N/S)/40,瓶,瓶,A0660,濟生醫藥生技股份有限公司,87.0,26.0
11407,點滴,INACL4,Nacl 0.9% 500ml(沖)/30瓶,BOT,BOT,A0660,濟生醫藥生技股份有限公司,0.0,28.5
11407,點滴,INACL5,Nacl 500ml(軟袋)/30,BOT,BOT,A0660,濟生醫藥生技股份有限公司,0.0,28.5
11407,點滴,INACL9,Nacl 信東 0.9% 500ml(沖)/30瓶 (N/S),BOT,BOT,A0259,信東生技股份有限公司,0.0,34.199
11407,點滴,IRING,Ringer 500cc/30瓶,BOT,BOT,A0660,濟生醫藥生技股份有限公司,0.0,28.5
11407,點滴,IRINGE,Ringer'S 500ML/30袋/箱(麻醉科),袋,袋,A0006,大隆興藥品(股)公司,0.0,27.72
11407,點滴,ISOD,Sodium chloride 1500ml/12袋/箱(泌尿科沖洗用),袋,袋,A0626,安星製藥股份有限公司,0.0,53.008
11407,點滴,ISODI3,Sodium Chloride 3%/30瓶/箱,瓶,瓶,A0007,永豐化學工業(股)公司,0.0,22.0
11407,點滴,ITAI1,Tait 1 500ml 30袋/箱,袋,袋,A0006,大隆興藥品(股)公司,0.0,32.13
11407,點滴,ITAI2,Tait 2 500ml 30袋/箱,袋,袋,A0006,大隆興藥品(股)公司,0.0,32.13
11407,點滴,ITAI3,Tait 3 500ml 30袋/箱,袋,袋,A0006,大隆興藥品(股)公司,0.0,32.13
11407,點滴,ITAI5,Tait 5 400ml 30袋/箱,袋,袋,A0006,大隆興藥品(股)公司,0.0,32.13
11407,點滴,IWAT1,Water 1000ml(RT用) 20瓶/箱 注射用蒸餾水,BOT,BOT,A0660,濟生醫藥生技股份有限公司,0.0,40.0
11407,點滴,IWAT2,Water 20ml/60Amp,AMP,AMP,A0259,信東生技股份有限公司,0.0,6.0
11407,點滴,IWAT6,Water 500ml 注射用水/30瓶/箱,BOT,BOT,A0259,信東生技股份有限公司,0.0,30.0
11407,點滴,IWATE,Water 1000ml(沖) 20瓶/箱,瓶,瓶,A0660,濟生醫藥生技股份有限公司,0.0,40.0
11408,口服藥,OACAR,Acarose 50mg 1000'S/盒,TAB,TAB,A0026,生達化學製藥(股)公司,4176.0,1.319
11408,口服藥,OACET,Acetazolamax 250mg(Diamox)/1000/瓶,TAB,TAB,A0422,妙仁企業有限公司,763.0,2.8
11408,口服藥,OACETI,Actein effervescent 600mg 28'S/盒 140'S/排,TAB,TAB,A0226,健喬信元醫藥生技股份有限公司,3913.0,4.028
11408,口服藥,OACME,Acmet 60mg 1000'S/盒,TAB,TAB,A0226,健喬信元醫藥生技股份有限公司,3886.0,1.078
11408,口服藥,OACT,Actos 30mg 30/盒,TAB,TAB,A0226,健喬信元醫藥生技股份有限公司,5640.0,4.62
11408,口服藥,OACTE4,Actein Granules 40mg 200'S/盒/2800包/箱,包,包,A0226,健喬信元醫藥生技股份有限公司,5318.0,1.421
11408,口服藥,OALLOP,Allopurinol 100mg 1000'S/盒,TAB,TAB,A0026,生達化學製藥(股)公司,768.0,0.66
11408,口服藥,OALLR,All-Right Calcium 180ml 50bot/箱,BOT,BOT,A0026,生達化學製藥(股)公司,40.0,92.149
11408,口服藥,OALPRA,Alpraline 0.5mg(管4) 1000's/盒,TAB,TAB,A0259,信東生技股份有限公司,13303.0,0.35
11408,口服藥,OALUZ,Aluzaine 1000'S/盒,TAB,TAB,A0026,生達化學製藥(股)公司,5113.0,0.97
11408,口服藥,OAM2,Amoxicllin 250mg 1000/瓶,TAB,TAB,A0056,永信藥品工業(股)公司,985.0,1.0
11408,口服藥,OAMAN,Amanda 100mg/1000/瓶(Enzil),TAB,TAB,A0557,全達藥業有限公司,1124.0,1.4
11408,口服藥,OAMOX5,Amoxicillin 500mg 1000'S/瓶,TAB,TAB,A0056,永信藥品工業(股)公司,2238.0,1.5
11408,口服藥,OAMTR,Amtrel 10mg/840/盒,TAB,TAB,A0490,東生華製藥(股)公司,1803.0,6.5
11408,口服藥,OANDR,Androcur 50mg 50/瓶,TAB,TAB,A0002,裕利股份有限公司,277.0,21.12
11408,口服藥,OANTIL,Antilon F.C. 1000tab/瓶,TAB,TAB,A0716,邦寍生物技有限公司,1027.0,3.7
11408,口服藥,OANTIPH,Anti-Phen 60ml (Poro)/100/箱,瓶,瓶,A0167,晟德大藥廠(股)公司,132.0,14.007
11408,口服藥,OAPO,Apo-Quetiapine 100mg 100'S/瓶,TAB,TAB,A0186,鴻汶醫藥實業有限公司,229.0,3.1
11408,口服藥,OAPRE,Aprezin 10mg 1000tab/瓶,TAB,TAB,A0081,強生化學製藥廠股份有限公司,1166.0,1.2
11408,口服藥,OARHE,Arheuma 20mg/100/盒,TAB,TAB,A0024,久裕企業(股)公司,187.0,23.9
11408,口服藥,OARIC,Aricept 5mg 28/盒,TAB,TAB,A0355,台灣大昌華嘉股份有限公司,1860.0,32.722
11408,口服藥,OARICEP,Aricept Evess Orodispersible 10mg/28tab/盒,TAB,TAB,A0355,台灣大昌華嘉股份有限公司,410.0,33.314
11408,口服藥,OARIZ,Arizole 10mg 30'S/盒,TAB,TAB,A0341,中化裕民健康事業股份有限公司,92.0,10.0
11408,口服藥,OARRI,Arring 0.25mg 1000/盒(管),TAB,TAB,A0056,永信藥品工業(股)公司,1090.0,1.38
11408,口服藥,OASA16,Asacol 1600mg/60tab/盒,TAB,TAB,A0082,科懋企業有限公司,240.0,35.86
11408,口服藥,OASCO,Ascofen 100mg 1000'S/盒,TAB,TAB,A0026,生達化學製藥(股)公司,7596.0,1.067
11408,口服藥,OASM,Asmatin 2.5mg/TAB/1000'S/盒,TAB,TAB,A0031,杏輝藥品工業(股)公司,2764.0,1.3
11408,口服藥,OATAN,Atanaal 5mg 1000'S/盒(Adalat),TAB,TAB,A0428,曼哈頓企業有限公司,1319.0,1.95
11408,口服藥,OATEN,Atenol 100mg (Tenormin) 840tab/盒,Tab,Tab,A0026,生達化學製藥(股)公司,675.0,0.97
11408,口服藥,OATIV,Ativan 0.5mg/100/盒(管),TAB,TAB,A0024,久裕企業(股)公司,108.0,1.29
11408,口服藥,OATOT,Atoty F.C 10mg 700'S/盒,TAB,TAB,A0341,中化裕民健康事業股份有限公司,2337.0,1.3
11408,口服藥,OATOZE,Atozet Film 10/20mg 30'S/盒(750'S/排),TAB,TAB,A0002,裕利股份有限公司,8432.0,11.58
11408,口服藥,OAVAM,Avamys nasal 3.3mg/Bot(吸入劑),BOT,BOT,A0002,裕利股份有限公司,50.0,136.125
11408,口服藥,OAVOD,Avodart 0.5mg 30'S/盒/80盒(2400'S)箱,TAB,TAB,A0002,裕利股份有限公司,3656.0,13.31
11408,口服藥,OAZIC,Aziciin F.C. 250mg/60'S/瓶,TAB,TAB,A0341,中化裕民健康事業股份有限公司,647.0,6.5
11408,口服藥,OAZITH,Azithrom Powder 47.78mg/600mg/瓶,瓶,瓶,A0482,泰和碩藥品科技(股)公司,17.0,120.0
11408,口服藥,OBAKT,Baktar 400mg/tab(排)/1000/盒,TAB,TAB,A0028,台灣鹽野義製藥(股)公司,1051.0,1.13
11408,口服藥,OBEFO,Befon 5mg 500'S/瓶(Baclon),TAB,TAB,A0024,久裕企業(股)公司,640.0,0.3
11408,口服藥,OBEND,Bendopar 125mg 100'S/瓶(Madopar),TAB,TAB,A0259,信東生技股份有限公司,2162.0,3.3
11408,口服藥,OBENI,Beniel F.C 4mg 280'S/盒,TAB,TAB,A0226,健喬信元醫藥生技股份有限公司,1475.0,2.402
11408,口服藥,OBENZ,Benzon 50mg 100'S/盒,TAB,TAB,A0259,信東生技股份有限公司,5083.0,0.9
11408,口服藥,OBERON,Bertoec N 200 Dose/支/盒(吸入劑),支,支,A0002,裕利股份有限公司,34.0,124.299
11408,口服藥,OBESS,Beesix 50mg 1000'S/瓶,TAB,TAB,A0259,信東生技股份有限公司,1668.0,0.5
